geoid,geoid_str,load
060014050002,"2 (Tract 4050, Alameda, CA)",87.3600009441376
060014051002,"2 (Tract 4051, Alameda, CA)",34.88000030517579
060014052002,"2 (Tract 4052, Alameda, CA)",35.83999940752983
060014053012,"2 (Tract 4053.01, Alameda, CA)",94.37600163221362
060014053022,"2 (Tract 4053.02, Alameda, CA)",84.7440012574196
060014054012,"2 (Tract 4054.01, Alameda, CA)",37.760000753402714
060014054022,"2 (Tract 4054.02, Alameda, CA)",31.319997632503515
060014055002,"2 (Tract 4055, Alameda, CA)",55.72000176906586
060014056002,"2 (Tract 4056, Alameda, CA)",90.70400167703633
060014057002,"2 (Tract 4057, Alameda, CA)",79.28000234365464
060014058002,"2 (Tract 4058, Alameda, CA)",86.76000127792351
060014059012,"2 (Tract 4059.01, Alameda, CA)",18.96000099182129
060014059022,"2 (Tract 4059.02, Alameda, CA)",145.23999875783917
060014060002,"2 (Tract 4060, Alameda, CA)",39.79999940395357
060014061002,"2 (Tract 4061, Alameda, CA)",24.68000029325485
060014062012,"2 (Tract 4062.01, Alameda, CA)",9.199999809265137
060014062022,"2 (Tract 4062.02, Alameda, CA)",43.10400063991546
060014063002,"2 (Tract 4063, Alameda, CA)",90.56000042557719
060014064002,"2 (Tract 4064, Alameda, CA)",62.67999973297121
060014065002,"2 (Tract 4065, Alameda, CA)",56.67999967336655
060014066012,"2 (Tract 4066.01, Alameda, CA)",89.91199994087219
060014066022,"2 (Tract 4066.02, Alameda, CA)",60.96000068187715
060014067002,"2 (Tract 4067, Alameda, CA)",36.480001068115236
060014068002,"2 (Tract 4068, Alameda, CA)",45.00000104904176
060014069002,"2 (Tract 4069, Alameda, CA)",105.24000024795527
060014070002,"2 (Tract 4070, Alameda, CA)",79.52000215053559
060014071012,"2 (Tract 4071.01, Alameda, CA)",78.88000131845477
060014071022,"2 (Tract 4071.02, Alameda, CA)",137.38400137424466
060014072002,"2 (Tract 4072, Alameda, CA)",104.56000041961676
060014073002,"2 (Tract 4073, Alameda, CA)",84.04000034332276
060014074002,"2 (Tract 4074, Alameda, CA)",90.64000151157381
060014075002,"2 (Tract 4075, Alameda, CA)",99.96000139713283
060014076002,"2 (Tract 4076, Alameda, CA)",119.44000188112261
060014077002,"2 (Tract 4077, Alameda, CA)",89.96000170707705
060014078002,"2 (Tract 4078, Alameda, CA)",51.4000023841858
060014079002,"2 (Tract 4079, Alameda, CA)",101.12000176906588
060014080002,"2 (Tract 4080, Alameda, CA)",180.41600346565224
060014081002,"2 (Tract 4081, Alameda, CA)",202.96000137329085
060014082002,"2 (Tract 4082, Alameda, CA)",66.7600012779236
060014083002,"2 (Tract 4083, Alameda, CA)",127.32000184059136
060014084002,"2 (Tract 4084, Alameda, CA)",65.5200000524521
060014085002,"2 (Tract 4085, Alameda, CA)",77.4000011444092
060014086002,"2 (Tract 4086, Alameda, CA)",59.00000131130217
060014087002,"2 (Tract 4087, Alameda, CA)",78.96000083684923
060014088002,"2 (Tract 4088, Alameda, CA)",153.83200225830075
060014089002,"2 (Tract 4089, Alameda, CA)",148.32000164985647
060014090002,"2 (Tract 4090, Alameda, CA)",19.04000053405762
060014091002,"2 (Tract 4091, Alameda, CA)",66.72000021934512
060014092002,"2 (Tract 4092, Alameda, CA)",73.43200054168705
060014093002,"2 (Tract 4093, Alameda, CA)",119.27999925613406
060014094002,"2 (Tract 4094, Alameda, CA)",273.9920062541959
060014095002,"2 (Tract 4095, Alameda, CA)",59.36000039577485
060014096002,"2 (Tract 4096, Alameda, CA)",30.60000013113023
060014097002,"2 (Tract 4097, Alameda, CA)",64.32000157833099
060014098002,"2 (Tract 4098, Alameda, CA)",80.28000247478484
060014099002,"2 (Tract 4099, Alameda, CA)",90.48000192642215
060014100002,"2 (Tract 4100, Alameda, CA)",228.00000321865045
060014101002,"2 (Tract 4101, Alameda, CA)",122.84000067710866
060014102002,"2 (Tract 4102, Alameda, CA)",131.20000132918344
060014103002,"2 (Tract 4103, Alameda, CA)",65.760001039505
060014104002,"2 (Tract 4104, Alameda, CA)",195.8720024347303
060014105002,"2 (Tract 4105, Alameda, CA)",39.232000446319574
060014201002,"2 (Tract 4201, Alameda, CA)",149.0400023221968
060014202002,"2 (Tract 4202, Alameda, CA)",56.20000104904175
060014203022,"2 (Tract 4203.02, Alameda, CA)",61.920000934600836
060014204012,"2 (Tract 4204.01, Alameda, CA)",19.19199987053871
060014204022,"2 (Tract 4204.02, Alameda, CA)",25.720000076293942
060014205002,"2 (Tract 4205, Alameda, CA)",102.720000743866
060014206002,"2 (Tract 4206, Alameda, CA)",79.44000108242034
060014211002,"2 (Tract 4211, Alameda, CA)",123.04000087976443
060014212002,"2 (Tract 4212, Alameda, CA)",206.06400144100166
060014213002,"2 (Tract 4213, Alameda, CA)",106.20000139176844
060014214002,"2 (Tract 4214, Alameda, CA)",25.68000147342684
060014215002,"2 (Tract 4215, Alameda, CA)",63.359999740123726
060014216002,"2 (Tract 4216, Alameda, CA)",117.52000158429139
060014217002,"2 (Tract 4217, Alameda, CA)",18.640000319480897
060014218002,"2 (Tract 4218, Alameda, CA)",104.656000483036
060014219002,"2 (Tract 4219, Alameda, CA)",113.80000019967558
060014220002,"2 (Tract 4220, Alameda, CA)",-5.03199920654297
060014221002,"2 (Tract 4221, Alameda, CA)",149.35999999046328
060014222002,"2 (Tract 4222, Alameda, CA)",52.8799989938736
060014223002,"2 (Tract 4223, Alameda, CA)",93.39999971389771
060014224002,"2 (Tract 4224, Alameda, CA)",25.559999167919152
060014225002,"2 (Tract 4225, Alameda, CA)",4.440000033378601
060014227002,"2 (Tract 4227, Alameda, CA)",57.59999983906749
060014228002,"2 (Tract 4228, Alameda, CA)",-5.720000007748604
060014229012,"2 (Tract 4229.01, Alameda, CA)",-0.3599987506866462
060014229022,"2 (Tract 4229.02, Alameda, CA)",13.695999479293821
060014230002,"2 (Tract 4230, Alameda, CA)",138.90399941205982
060014231002,"2 (Tract 4231, Alameda, CA)",104.48000218868258
060014232002,"2 (Tract 4232, Alameda, CA)",14.960000240802756
060014233002,"2 (Tract 4233, Alameda, CA)",147.1200006067752
060014234002,"2 (Tract 4234, Alameda, CA)",99.71199855208403
060014235002,"2 (Tract 4235, Alameda, CA)",88.02399992346763
060014236012,"2 (Tract 4236.01, Alameda, CA)",51.88000078201294
060014236022,"2 (Tract 4236.02, Alameda, CA)",49.64000102579595
060014237002,"2 (Tract 4237, Alameda, CA)",62.144000434875494
060014238002,"2 (Tract 4238, Alameda, CA)",73.63200250267977
060014239012,"2 (Tract 4239.01, Alameda, CA)",56.67999964952469
060014239022,"2 (Tract 4239.02, Alameda, CA)",82.39999990463258
060014240012,"2 (Tract 4240.01, Alameda, CA)",61.64000016450883
060014240022,"2 (Tract 4240.02, Alameda, CA)",49.999998235702506
060014251012,"2 (Tract 4251.01, Alameda, CA)",-0.07200012207031392
060014251022,"2 (Tract 4251.02, Alameda, CA)",30.080000543594366
060014251032,"2 (Tract 4251.03, Alameda, CA)",59.36000027656556
060014251042,"2 (Tract 4251.04, Alameda, CA)",16.2800002515316
060014261002,"2 (Tract 4261, Alameda, CA)",66.23999929428103
060014262002,"2 (Tract 4262, Alameda, CA)",145.56000051498395
060014301012,"2 (Tract 4301.01, Alameda, CA)",721.6000095129041
060014302002,"2 (Tract 4302, Alameda, CA)",146.48000040054308
060014303002,"2 (Tract 4303, Alameda, CA)",63.76000115871423
060014304002,"2 (Tract 4304, Alameda, CA)",63.72000122070308
060014305002,"2 (Tract 4305, Alameda, CA)",206.72000132799138
060014306002,"2 (Tract 4306, Alameda, CA)",83.80000157356264
060014307002,"2 (Tract 4307, Alameda, CA)",140.08000135421742
060014308002,"2 (Tract 4308, Alameda, CA)",60.31999998092654
060014309002,"2 (Tract 4309, Alameda, CA)",57.60000340938572
060014310002,"2 (Tract 4310, Alameda, CA)",165.80000123977652
060014311002,"2 (Tract 4311, Alameda, CA)",153.44000070095055
060014312002,"2 (Tract 4312, Alameda, CA)",156.68000040054318
060014321002,"2 (Tract 4321, Alameda, CA)",97.6800090312958
060014322002,"2 (Tract 4322, Alameda, CA)",44.680001330375674
060014323002,"2 (Tract 4323, Alameda, CA)",31.68000035285951
060014324002,"2 (Tract 4324, Alameda, CA)",353.0800029277798
060014325012,"2 (Tract 4325.01, Alameda, CA)",138.12000370025632
060014325022,"2 (Tract 4325.02, Alameda, CA)",100.67999944686893
060014326012,"2 (Tract 4326.01, Alameda, CA)",150.78400295972824
060014326022,"2 (Tract 4326.02, Alameda, CA)",43.08000223636628
060014327002,"2 (Tract 4327, Alameda, CA)",36.320001292228696
060014328002,"2 (Tract 4328, Alameda, CA)",141.4400024950503
060014330002,"2 (Tract 4330, Alameda, CA)",144.40000371932976
060014331022,"2 (Tract 4331.02, Alameda, CA)",258.3680064857004
060014331032,"2 (Tract 4331.03, Alameda, CA)",53.71999943256381
060014331042,"2 (Tract 4331.04, Alameda, CA)",72.56000031232836
060014332002,"2 (Tract 4332, Alameda, CA)",206.60000286102294
060014333002,"2 (Tract 4333, Alameda, CA)",158.80000514984124
060014334002,"2 (Tract 4334, Alameda, CA)",155.36000127792352
060014335002,"2 (Tract 4335, Alameda, CA)",37.399999701976775
060014336002,"2 (Tract 4336, Alameda, CA)",77.84800152182576
060014337002,"2 (Tract 4337, Alameda, CA)",101.87999963760377
060014338012,"2 (Tract 4338.01, Alameda, CA)",398.04000597000083
060014338022,"2 (Tract 4338.02, Alameda, CA)",184.28000192642196
060014339002,"2 (Tract 4339, Alameda, CA)",168.2000019311905
060014340002,"2 (Tract 4340, Alameda, CA)",150.1200017988681
060014351022,"2 (Tract 4351.02, Alameda, CA)",94.0159980773926
060014351032,"2 (Tract 4351.03, Alameda, CA)",394.08000645637526
060014351042,"2 (Tract 4351.04, Alameda, CA)",43.04000301361083
060014352002,"2 (Tract 4352, Alameda, CA)",291.8800001144405
060014353002,"2 (Tract 4353, Alameda, CA)",382.12000026702844
060014354002,"2 (Tract 4354, Alameda, CA)",124.80000104904178
060014355002,"2 (Tract 4355, Alameda, CA)",154.95999968051905
060014356012,"2 (Tract 4356.01, Alameda, CA)",213.55200638771043
060014356022,"2 (Tract 4356.02, Alameda, CA)",21.320000052452084
060014357002,"2 (Tract 4357, Alameda, CA)",97.68000011444087
060014358002,"2 (Tract 4358, Alameda, CA)",125.7599987864493
060014359002,"2 (Tract 4359, Alameda, CA)",70.92000005245207
060014360002,"2 (Tract 4360, Alameda, CA)",76.20799994468688
060014361002,"2 (Tract 4361, Alameda, CA)",126.72000024318675
060014362002,"2 (Tract 4362, Alameda, CA)",137.83999927341932
060014363012,"2 (Tract 4363.01, Alameda, CA)",156.8800036013124
060014363022,"2 (Tract 4363.02, Alameda, CA)",151.44000015258788
060014364022,"2 (Tract 4364.02, Alameda, CA)",34.48000164031983
060014364032,"2 (Tract 4364.03, Alameda, CA)",58.400000476837164
060014364042,"2 (Tract 4364.04, Alameda, CA)",147.20000195503218
060014365002,"2 (Tract 4365, Alameda, CA)",132.99199627637853
060014366012,"2 (Tract 4366.01, Alameda, CA)",150.28000288009633
060014366022,"2 (Tract 4366.02, Alameda, CA)",123.88000411987306
060014367002,"2 (Tract 4367, Alameda, CA)",94.63999962806695
060014368002,"2 (Tract 4368, Alameda, CA)",77.80000061988821
060014369002,"2 (Tract 4369, Alameda, CA)",73.16000061035157
060014370002,"2 (Tract 4370, Alameda, CA)",22.920001339912417
060014371012,"2 (Tract 4371.01, Alameda, CA)",153.36000034809092
060014371022,"2 (Tract 4371.02, Alameda, CA)",149.20000491142252
060014372002,"2 (Tract 4372, Alameda, CA)",130.3040024697779
060014373002,"2 (Tract 4373, Alameda, CA)",38.80000038146973
060014374002,"2 (Tract 4374, Alameda, CA)",184.52000436782805
060014375002,"2 (Tract 4375, Alameda, CA)",59.96000223159791
060014376002,"2 (Tract 4376, Alameda, CA)",95.83999961614597
060014377012,"2 (Tract 4377.01, Alameda, CA)",101.83200030326849
060014377022,"2 (Tract 4377.02, Alameda, CA)",24.92000131607056
060014378002,"2 (Tract 4378, Alameda, CA)",201.200008010864
060014379002,"2 (Tract 4379, Alameda, CA)",86.16000165939334
060014380002,"2 (Tract 4380, Alameda, CA)",125.56000227928149
060014381002,"2 (Tract 4381, Alameda, CA)",39.60000000000001
060014382012,"2 (Tract 4382.01, Alameda, CA)",115.48000116348248
060014382032,"2 (Tract 4382.03, Alameda, CA)",125.36000242233254
060014382042,"2 (Tract 4382.04, Alameda, CA)",81.44000086784351
060014383002,"2 (Tract 4383, Alameda, CA)",154.4800005912779
060014384002,"2 (Tract 4384, Alameda, CA)",82.76000146865836
060014402002,"2 (Tract 4402, Alameda, CA)",99.88000326156606
060014403012,"2 (Tract 4403.01, Alameda, CA)",83.60000057220455
060014403042,"2 (Tract 4403.04, Alameda, CA)",100.64000062942493
060014403052,"2 (Tract 4403.05, Alameda, CA)",30.28000003099443
060014403062,"2 (Tract 4403.06, Alameda, CA)",91.76000032424912
060014403072,"2 (Tract 4403.07, Alameda, CA)",29.200002956390406
060014403082,"2 (Tract 4403.08, Alameda, CA)",106.44000086784364
060014403312,"2 (Tract 4403.31, Alameda, CA)",113.60000267028803
060014403322,"2 (Tract 4403.32, Alameda, CA)",77.16000375747672
060014403332,"2 (Tract 4403.33, Alameda, CA)",140.1280031919477
060014403342,"2 (Tract 4403.34, Alameda, CA)",163.9600010871885
060014403362,"2 (Tract 4403.36, Alameda, CA)",159.0399996757505
060014403382,"2 (Tract 4403.38, Alameda, CA)",34.16000003814699
060014411002,"2 (Tract 4411, Alameda, CA)",507.3200071424255
060014412002,"2 (Tract 4412, Alameda, CA)",48.60000038146972
060014413012,"2 (Tract 4413.01, Alameda, CA)",173.76000485420212
060014413022,"2 (Tract 4413.02, Alameda, CA)",327.16000572740984
060014414012,"2 (Tract 4414.01, Alameda, CA)",271.35200284123397
060014414022,"2 (Tract 4414.02, Alameda, CA)",164.52000253200512
060014415012,"2 (Tract 4415.01, Alameda, CA)",144.6800027847288
060014415032,"2 (Tract 4415.03, Alameda, CA)",199.44000968933085
060014415212,"2 (Tract 4415.21, Alameda, CA)",200.88000229001017
060014415222,"2 (Tract 4415.22, Alameda, CA)",153.32000083923316
060014415232,"2 (Tract 4415.23, Alameda, CA)",82.40000033378602
060014415242,"2 (Tract 4415.24, Alameda, CA)",102.28000154495228
060014415252,"2 (Tract 4415.25, Alameda, CA)",2.0799999713897677
060014416012,"2 (Tract 4416.01, Alameda, CA)",481.95200545787856
060014416022,"2 (Tract 4416.02, Alameda, CA)",547.4320049494515
060014417012,"2 (Tract 4417.01, Alameda, CA)",274.68000410795173
060014417022,"2 (Tract 4417.02, Alameda, CA)",355.1200027167793
060014418002,"2 (Tract 4418, Alameda, CA)",149.69600514471531
060014419212,"2 (Tract 4419.21, Alameda, CA)",233.97600569725006
060014419232,"2 (Tract 4419.23, Alameda, CA)",70.52000091671944
060014419242,"2 (Tract 4419.24, Alameda, CA)",491.7520059466363
060014419262,"2 (Tract 4419.26, Alameda, CA)",77.3520012825727
060014419272,"2 (Tract 4419.27, Alameda, CA)",99.66400387287132
060014419282,"2 (Tract 4419.28, Alameda, CA)",350.77600637674334
060014419292,"2 (Tract 4419.29, Alameda, CA)",56.632001399993925
060014420002,"2 (Tract 4420, Alameda, CA)",112.4960020780562
060014421002,"2 (Tract 4421, Alameda, CA)",98.16000088453279
060014422002,"2 (Tract 4422, Alameda, CA)",234.3120018303395
060014423012,"2 (Tract 4423.01, Alameda, CA)",80.08000097274785
060014423022,"2 (Tract 4423.02, Alameda, CA)",211.0640028834341
060014424002,"2 (Tract 4424, Alameda, CA)",105.60000131130204
060014425012,"2 (Tract 4425.01, Alameda, CA)",140.8400007963179
060014425022,"2 (Tract 4425.02, Alameda, CA)",154.00000047683704
060014426012,"2 (Tract 4426.01, Alameda, CA)",334.8560086607931
060014426022,"2 (Tract 4426.02, Alameda, CA)",346.35999736785914
060014427002,"2 (Tract 4427, Alameda, CA)",255.4800025939939
060014429002,"2 (Tract 4429, Alameda, CA)",127.64800037145608
060014430012,"2 (Tract 4430.01, Alameda, CA)",119.12000117301926
060014430022,"2 (Tract 4430.02, Alameda, CA)",122.12000076770772
060014431022,"2 (Tract 4431.02, Alameda, CA)",134.5200004577635
060014431032,"2 (Tract 4431.03, Alameda, CA)",140.68000137805922
060014431042,"2 (Tract 4431.04, Alameda, CA)",73.80000038146969
060014431052,"2 (Tract 4431.05, Alameda, CA)",417.9200035691283
060014432002,"2 (Tract 4432, Alameda, CA)",118.28000206947314
060014433012,"2 (Tract 4433.01, Alameda, CA)",136.0880047321318
060014433212,"2 (Tract 4433.21, Alameda, CA)",57.09599879980088
060014433222,"2 (Tract 4433.22, Alameda, CA)",141.0000001370905
060014441002,"2 (Tract 4441, Alameda, CA)",240.48800357580177
060014442002,"2 (Tract 4442, Alameda, CA)",160.5200031757352
060014443012,"2 (Tract 4443.01, Alameda, CA)",144.16000158786758
060014443042,"2 (Tract 4443.04, Alameda, CA)",375.6800053000471
060014444002,"2 (Tract 4444, Alameda, CA)",126.60000302791582
060014445002,"2 (Tract 4445, Alameda, CA)",113.6800014317034
060014446012,"2 (Tract 4446.01, Alameda, CA)",258.8800038337717
060014446022,"2 (Tract 4446.02, Alameda, CA)",181.84000303149196
060014501012,"2 (Tract 4501.01, Alameda, CA)",673.8400117516518
060014501022,"2 (Tract 4501.02, Alameda, CA)",500.120006203653
060014502002,"2 (Tract 4502, Alameda, CA)",1061.4000080108667
060014503002,"2 (Tract 4503, Alameda, CA)",330.25600388050066
060014504002,"2 (Tract 4504, Alameda, CA)",458.52000613808696
060014505012,"2 (Tract 4505.01, Alameda, CA)",374.50400071144077
060014505022,"2 (Tract 4505.02, Alameda, CA)",1004.7520143568574
060014506012,"2 (Tract 4506.01, Alameda, CA)",293.2000014185901
060014506032,"2 (Tract 4506.03, Alameda, CA)",157.76000452041606
060014506042,"2 (Tract 4506.04, Alameda, CA)",531.1600023388855
060014506052,"2 (Tract 4506.05, Alameda, CA)",293.8640009015794
060014506062,"2 (Tract 4506.06, Alameda, CA)",443.16000628173396
060014506072,"2 (Tract 4506.07, Alameda, CA)",534.0560095250602
060014506082,"2 (Tract 4506.08, Alameda, CA)",397.40000368952786
060014506092,"2 (Tract 4506.09, Alameda, CA)",279.7600125789639
060014507012,"2 (Tract 4507.01, Alameda, CA)",206.80000568628304
060014507412,"2 (Tract 4507.41, Alameda, CA)",532.000010299682
060014507422,"2 (Tract 4507.42, Alameda, CA)",598.2000098109255
060014507432,"2 (Tract 4507.43, Alameda, CA)",234.85600073337525
060014507442,"2 (Tract 4507.44, Alameda, CA)",424.3200017690667
060014507452,"2 (Tract 4507.45, Alameda, CA)",282.12000634074195
060014507462,"2 (Tract 4507.46, Alameda, CA)",186.80000194311128
060014507502,"2 (Tract 4507.50, Alameda, CA)",1281.5040147423779
060014507512,"2 (Tract 4507.51, Alameda, CA)",1250.9840233326026
060014507522,"2 (Tract 4507.52, Alameda, CA)",685.3360094785717
060014511022,"2 (Tract 4511.02, Alameda, CA)",309.0000038146969
060014511032,"2 (Tract 4511.03, Alameda, CA)",185.68000187873815
060014511042,"2 (Tract 4511.04, Alameda, CA)",366.44000144004815
060014512012,"2 (Tract 4512.01, Alameda, CA)",229.8800018787381
060014512022,"2 (Tract 4512.02, Alameda, CA)",79.92000474929809
060014513002,"2 (Tract 4513, Alameda, CA)",197.96000587940193
060014514012,"2 (Tract 4514.01, Alameda, CA)",172.6800024509428
060014514032,"2 (Tract 4514.03, Alameda, CA)",204.60000123977642
060014514042,"2 (Tract 4514.04, Alameda, CA)",207.36800084710092
060014515012,"2 (Tract 4515.01, Alameda, CA)",237.96000318527194
060014515032,"2 (Tract 4515.03, Alameda, CA)",72.04000325202944
060014515052,"2 (Tract 4515.05, Alameda, CA)",495.87200458049915
060014515062,"2 (Tract 4515.06, Alameda, CA)",131.08000206947332
060014516012,"2 (Tract 4516.01, Alameda, CA)",180.84000389575934
060014516022,"2 (Tract 4516.02, Alameda, CA)",184.53600137233724
060014517012,"2 (Tract 4517.01, Alameda, CA)",165.96000001430494
060014517032,"2 (Tract 4517.03, Alameda, CA)",308.40000143051105
060014517042,"2 (Tract 4517.04, Alameda, CA)",320.80000209808344
060019832002,"2 (Tract 9832, Alameda, CA)",17.839999961853025
060014003003,"3 (Tract 4003, Alameda, CA)",163.13600070476528
060014004003,"3 (Tract 4004, Alameda, CA)",93.56800182461743
060014005003,"3 (Tract 4005, Alameda, CA)",50.28000159263612
060014007003,"3 (Tract 4007, Alameda, CA)",39.8000006556511
060014008003,"3 (Tract 4008, Alameda, CA)",125.72000220716001
060014010003,"3 (Tract 4010, Alameda, CA)",42.04000039100647
060014011003,"3 (Tract 4011, Alameda, CA)",72.1200026750565
060014012003,"3 (Tract 4012, Alameda, CA)",26.232000517845165
060014013003,"3 (Tract 4013, Alameda, CA)",93.05600340366365
060014014003,"3 (Tract 4014, Alameda, CA)",26.0800003051758
060014015003,"3 (Tract 4015, Alameda, CA)",57.64000079631808
060014017003,"3 (Tract 4017, Alameda, CA)",71.87999891042709
060014022003,"3 (Tract 4022, Alameda, CA)",27.400000715255732
060014028013,"3 (Tract 4028.01, Alameda, CA)",31.400000762939456
060014030003,"3 (Tract 4030, Alameda, CA)",38.85600092411041
060014033023,"3 (Tract 4033.02, Alameda, CA)",23.23999974727632
060014034013,"3 (Tract 4034.01, Alameda, CA)",5.679999965429306
060014035013,"3 (Tract 4035.01, Alameda, CA)",27.52000043392181
060014036003,"3 (Tract 4036, Alameda, CA)",90.12000098228454
060014038003,"3 (Tract 4038, Alameda, CA)",34.56800168454649
060014039003,"3 (Tract 4039, Alameda, CA)",54.32000250667334
060014040003,"3 (Tract 4040, Alameda, CA)",25.240002536773687
060014041013,"3 (Tract 4041.01, Alameda, CA)",39.920000863075266
060014042003,"3 (Tract 4042, Alameda, CA)",189.92000311613077
060014043003,"3 (Tract 4043, Alameda, CA)",256.60000307559943
060014044003,"3 (Tract 4044, Alameda, CA)",194.44000029563878
060014045023,"3 (Tract 4045.02, Alameda, CA)",220.5200028419492
060014046003,"3 (Tract 4046, Alameda, CA)",124.00800017714488
060014049003,"3 (Tract 4049, Alameda, CA)",60.31200377941127
060014050003,"3 (Tract 4050, Alameda, CA)",89.64000053405766
060014051003,"3 (Tract 4051, Alameda, CA)",97.48000034093847
060014052003,"3 (Tract 4052, Alameda, CA)",33.92000003457069
060014053013,"3 (Tract 4053.01, Alameda, CA)",31.463999837636948
060014054013,"3 (Tract 4054.01, Alameda, CA)",28.359999561309817
060014055003,"3 (Tract 4055, Alameda, CA)",65.20000242590905
060014056003,"3 (Tract 4056, Alameda, CA)",64.19999923706057
060014057003,"3 (Tract 4057, Alameda, CA)",70.19999927282336
060014058003,"3 (Tract 4058, Alameda, CA)",123.72000085115435
060014059013,"3 (Tract 4059.01, Alameda, CA)",24.840001684427264
060014060003,"3 (Tract 4060, Alameda, CA)",41.960002231597905
060014061003,"3 (Tract 4061, Alameda, CA)",233.40000483691682
060014062013,"3 (Tract 4062.01, Alameda, CA)",74.60000071525575
060014062023,"3 (Tract 4062.02, Alameda, CA)",78.6800033569336
060014063003,"3 (Tract 4063, Alameda, CA)",53.48000082969666
060014065003,"3 (Tract 4065, Alameda, CA)",116.0400045514107
060014066013,"3 (Tract 4066.01, Alameda, CA)",41.64000039100649
060014067003,"3 (Tract 4067, Alameda, CA)",181.64000177383403
060014068003,"3 (Tract 4068, Alameda, CA)",145.7439994573593
060014069003,"3 (Tract 4069, Alameda, CA)",80.24800069183115
060014070003,"3 (Tract 4070, Alameda, CA)",132.40000237524507
060014071023,"3 (Tract 4071.02, Alameda, CA)",47.96000051498416
060014072003,"3 (Tract 4072, Alameda, CA)",96.2799988269806
060014074003,"3 (Tract 4074, Alameda, CA)",35.560000419616706
060014075003,"3 (Tract 4075, Alameda, CA)",53.24000282287598
060014076003,"3 (Tract 4076, Alameda, CA)",38.5200002193451
060014077003,"3 (Tract 4077, Alameda, CA)",46.040000003576296
060014079003,"3 (Tract 4079, Alameda, CA)",55.16000044345858
060014081003,"3 (Tract 4081, Alameda, CA)",95.24000053405749
060014082003,"3 (Tract 4082, Alameda, CA)",31.920001697540286
060014083003,"3 (Tract 4083, Alameda, CA)",41.80000028610231
060014084003,"3 (Tract 4084, Alameda, CA)",59.5200005054474
060014085003,"3 (Tract 4085, Alameda, CA)",61.96000032424928
060014086003,"3 (Tract 4086, Alameda, CA)",41.68000115156173
060014087003,"3 (Tract 4087, Alameda, CA)",71.23999874591829
060014088003,"3 (Tract 4088, Alameda, CA)",56.720000076293935
060014090003,"3 (Tract 4090, Alameda, CA)",257.90401234626745
060014093003,"3 (Tract 4093, Alameda, CA)",111.51999969482418
060014094003,"3 (Tract 4094, Alameda, CA)",126.92000048160554
060014095003,"3 (Tract 4095, Alameda, CA)",55.359999752044686
060014096003,"3 (Tract 4096, Alameda, CA)",56.44000000953674
060014097003,"3 (Tract 4097, Alameda, CA)",37.64000029563907
060014098003,"3 (Tract 4098, Alameda, CA)",113.54400033950797
060014099003,"3 (Tract 4099, Alameda, CA)",85.0800013422965
060014100003,"3 (Tract 4100, Alameda, CA)",0.0
060014102003,"3 (Tract 4102, Alameda, CA)",51.64000002145768
060014103003,"3 (Tract 4103, Alameda, CA)",90.16000204086308
060014104003,"3 (Tract 4104, Alameda, CA)",131.64000489711745
060014201003,"3 (Tract 4201, Alameda, CA)",90.68000050187113
060014202003,"3 (Tract 4202, Alameda, CA)",41.040000915527344
060014206003,"3 (Tract 4206, Alameda, CA)",82.95200060009954
060014212003,"3 (Tract 4212, Alameda, CA)",66.20000119209288
060014213003,"3 (Tract 4213, Alameda, CA)",69.32000155448917
060014215003,"3 (Tract 4215, Alameda, CA)",40.04800153374673
060014216003,"3 (Tract 4216, Alameda, CA)",31.0240005016327
060014217003,"3 (Tract 4217, Alameda, CA)",50.640000498294825
060014219003,"3 (Tract 4219, Alameda, CA)",41.23200036287308
060014222003,"3 (Tract 4222, Alameda, CA)",88.8240018725395
060014223003,"3 (Tract 4223, Alameda, CA)",23.68000046014786
060014224003,"3 (Tract 4224, Alameda, CA)",143.63999755382542
060014225003,"3 (Tract 4225, Alameda, CA)",14.280000162124633
060014227003,"3 (Tract 4227, Alameda, CA)",10.760002052783966
060014228003,"3 (Tract 4228, Alameda, CA)",10.200000000000005
060014229023,"3 (Tract 4229.02, Alameda, CA)",0.015996932983400214
060014230003,"3 (Tract 4230, Alameda, CA)",27.679999923706042
060014231003,"3 (Tract 4231, Alameda, CA)",48.920000022649766
060014233003,"3 (Tract 4233, Alameda, CA)",75.96000041961672
060014234003,"3 (Tract 4234, Alameda, CA)",185.4400006353855
060014235003,"3 (Tract 4235, Alameda, CA)",83.52000079154969
060014236023,"3 (Tract 4236.02, Alameda, CA)",94.64000255465511
060014237003,"3 (Tract 4237, Alameda, CA)",11.959999245405195
060014238003,"3 (Tract 4238, Alameda, CA)",141.24000042676926
060014240013,"3 (Tract 4240.01, Alameda, CA)",68.05600043535233
060014251023,"3 (Tract 4251.02, Alameda, CA)",160.1600014448165
060014251033,"3 (Tract 4251.03, Alameda, CA)",78.83999941647053
060014251043,"3 (Tract 4251.04, Alameda, CA)",14.399999999999999
060014261003,"3 (Tract 4261, Alameda, CA)",149.92000226974466
060014262003,"3 (Tract 4262, Alameda, CA)",85.75200065374375
060014301013,"3 (Tract 4301.01, Alameda, CA)",453.2800100743775
060014302003,"3 (Tract 4302, Alameda, CA)",102.80000048875804
060014303003,"3 (Tract 4303, Alameda, CA)",72.92000007629396
060014305003,"3 (Tract 4305, Alameda, CA)",120.71999806165698
060014306003,"3 (Tract 4306, Alameda, CA)",200.27200160324546
