node,additional_capacity_kW,original_demand_kW,upgraded
060014205002,500.54402,500.5440165877339,True
060014251021,1039.4,1039.4000106811523,True
060014233001,274.272,274.2720009803772,True
060014212001,378.68801,378.6880050659178,True
060014507015,3241.088,3241.0880064487515,True
060014423021,3914.8801,1957.4400346875184,True
060014351042,398.64,398.6400047302246,True
060014358002,1260.376,1260.3759931683549,True
060014086001,1806.4624,1528.840015769004,True
060014079002,400.00001,400.00000686645495,True
060014351034,1601.112,1601.1120129644926,True
060014031001,1711.296,855.6480196118353,True
060014283014,2480.948,2480.9480246305507,True
060014203011,914.01601,914.0160062193866,True
060014223001,233.056,233.05600404739386,True
060014061003,1782.448,1782.4480141878119,True
060014446012,2859.088,2859.0880104765374,True
060014512011,1123.2319,1361.0560144901283,True
060014507511,3984.192,3984.1920444965094,True
060014419232,1116.416,558.2080022335052,True
060014301011,1838.9519,1838.9518543899064,True
060014517011,1138.4366,655.807997894287,True
060014030002,1590.08,795.0400092601775,True
060014419282,2730.1382,2051.712024068836,True
060014088002,1497.588,1153.088019943238,True
060014062011,1855.885,1065.9200218439096,True
060014503001,2392.1414,1636.7680305242582,True
060014325023,949.31201,949.3120101690283,True
060014361002,2394.384,3627.488000249864,True
060014010002,538.78401,538.7840140819546,True
060014227004,556.80001,278.4000047683716,True
060014403383,1877.696,938.8480113267891,True
060014083005,504.64001,504.640005946159,True
060014217003,997.02802,590.4960148572918,True
060014507522,1728.224,1728.224013948446,True
060014415214,314.52801,314.52800631523115,True
060014429002,3386.0414,2361.8560382843025,True
060014514043,270.51995,323.2000077247619,True
060014514013,2318.856,2318.856011629107,True
060014351043,1691.1335,964.3200049400336,True
060014401001,1408.192,1408.1920176982903,True
060014098001,889.95602,889.9560233116146,True
060019821001,1646.8001,1742.1120883524445,True
060014096002,708.1079,392.31999907493577,True
060014234004,1427.712,713.8560184478756,True
060014419292,818.09601,818.0960072040557,True
060014235001,493.80006,513.4720078468321,True
060014327001,771.20001,385.60000479221316,True
060014034011,50.153352,812.368011713028,True
060014507441,1096.7759,3763.8480422139237,True
060014353003,1024.896,1024.8960197448728,True
060014382011,1255.136,1255.1360029220614,True
060014427001,495.40801,495.40800931453674,True
060014015001,1082.864,541.432007884979,True
060014431042,938.00801,938.0080075263973,True
060014202003,924.03201,462.01600382328036,True
060014306001,1576.672,1576.6720406770728,True
060014511031,529.87987,1054.5680315017694,True
060014403321,1414.336,1414.3360114097643,True
060014100001,820.10401,820.1040086507799,True
060014372003,945.95202,945.9520154416566,True
060014008003,13.567974,756.1920082092282,True
060014357004,770.74786,864.8000173568722,True
060014506071,2229.1737,1750.2640389055007,True
060014515062,784.80003,784.8000272750849,True
060014103001,795.52,795.5200029373163,True
060014238003,973.03201,973.0320059061046,True
060014506043,585.60002,585.6000236749647,True
060014038002,298.81601,298.8160058259964,True
060014308002,655.36002,655.3600199222564,True
060014092002,1657.728,828.864008903504,True
060014431043,742.26397,758.2080217361458,True
060014382032,2214.552,2214.552042794233,True
060014419271,1850.256,1604.8000240087542,True
060014071021,812.84801,406.4240041017531,True
060014054011,1272.5738,882.3160111784931,True
060014443031,11.2,11.2,True
060014017003,3416.98,3416.9800173521044,True
060014014001,889.38401,889.3840093612666,True
060014403312,486.87986,896.2560106396671,True
060014066011,1657.184,828.5920106887816,True
060014058001,489.92,244.96000089645375,True
060014334003,605.47201,605.4720134496686,True
060014511021,1075.0263,731.3600083112723,True
060014203022,174.4,174.40000135898592,True
060014358003,700.24,700.2400020599362,True
060014022003,486.40001,486.4000078201294,True
060014206001,521.216,521.2160020112989,True
060014426023,673.31201,673.3120108842845,True
060014060003,700.99201,350.4960044622421,True
060014004002,840.12801,420.0640048027038,True
060014415251,3750.8023,2994.6080322265643,True
060014515032,1376.32,688.1600113868715,True
060014419272,1442.464,1442.46400680542,True
060014415032,20856.768,20856.767993554433,True
060014331032,353.02831,835.8399942398066,True
060014262002,1167.584,815.8400120615966,True
060014034022,461.952,230.97600018978125,True
060014413024,812.44,812.4400042891506,True
060014340001,1940.7519,1658.367980003358,True
060014432001,1530.5408,1236.5120284080533,True
060014359001,3110.8169,1928.0680420458375,True
060014238002,535.66401,535.6640091896054,True
060014222003,360.18393,483.0080113053322,True
060014381004,1824.544,1297.3200079917938,True
060014095003,309.57107,577.9200317382808,True
060014089002,2655.8721,1327.93604259491,True
060014354002,52.027924,1698.5160569891334,True
060014044003,975.84002,975.8400228500385,True
060014018002,389.568,389.5680021524429,True
060014337002,1796.804,1084.1640065163378,True
060014506031,1151.072,1151.0719899415994,True
060014001002,1098.784,916.1920029640208,True
060019820001,1784.064,1784.0639716148378,True
060014217001,567.392,567.3920007228849,True
060014228004,546.688,273.3440014123917,True
060014416023,2110.624,1055.3120133459574,True
060014038004,809.21602,809.2160154342645,True
060014060001,1883.912,1883.9120191872128,True
060014506061,3169.088,1584.5440071344424,True
060014065003,1701.5041,850.7520287990573,True
060014419212,2432.184,1630.264027929308,True
060014034012,342.08,171.04000041484835,True
060014211001,270.72001,270.72000541687004,True
060014086004,1017.28,508.64001045227025,True
060014333004,840.44002,840.4400155067452,True
060014022002,351.188,351.1880042552948,True
060014010003,539.45606,539.4560641050338,True
060014003002,1395.0743,879.8080164313312,True
060014228003,146.72,146.71999950408937,True
060014503002,2867.8081,2867.808053523303,True
060014334001,3289.0934,2782.480042040348,True
060014067002,272.8,272.8000003814696,True
060014333003,1107.52,1107.5200059413933,True
060014203021,93.343937,643.0720204472539,True
060014066021,1112.8,1112.8000117063518,True
060014010005,357.92,357.92000241279595,True
060014338012,2021.504,2021.5040215969116,True
060014204011,391.104,195.55200128555293,True
060014015002,289.152,289.151999092102,True
060014251041,955.976,955.9760009348388,True
060014506041,1824.4729,949.0880228400241,True
060014516011,3733.5479,2154.428023207189,True
060014041013,395.04,395.03999865055073,True
060014375002,1052.096,1052.0960006713872,True
060014413023,650.08,650.0800020217891,True
060014371013,1849.808,1849.8080298423788,True
060014504001,1667.08,1667.0800304412865,True
060014322001,549.28,549.2800016283987,True
060014403311,2923.464,2923.46402277947,True
060014084003,646.10858,588.5440090179441,True
060014096001,242.88,242.8799980163575,True
060014041021,1623.04,811.5199997544285,True
060014371011,9312.712,9312.712027007341,True
060014431032,619.84001,619.8400089502335,True
060014037012,361.36794,490.65600471496555,True
060014013002,693.984,693.9839980125427,True
060014223002,473.696,473.69599885344496,True
060014433222,1156.768,1156.7680045127875,True
060014225003,2010.752,1005.3760179281231,True
060014237001,696.45867,359.7120082378387,True
060014082002,631.616,631.6160036087032,True
060014067001,706.976,706.9760039329532,True
060014201001,696.53334,367.99999894499757,True
060014036003,185.10845,1191.0720143914236,True
060014046003,683.26401,683.2640092849729,True
060014045011,1044.8605,736.9280072689062,True
060014506093,1431.028,1431.0280190467865,True
060014323001,490.88,490.88000259399377,True
060014084002,573.63201,286.81600580215456,True
060014359003,1704.44,1704.4400247573874,True
060014419281,762.432,381.21600232124314,True
060014081001,1580.5,1580.5000049591079,True
060014085004,652.19202,652.192019128799,True
060014415033,924.96,924.9600009918231,True
060014081004,546.33601,546.3360084533687,True
060014507433,1296.544,1296.544007396698,True
060014514011,637.3999,1501.7520252242673,True
060014085003,568.544,568.5440033853051,True
060014446011,13845.712,13845.712017011647,True
060014362002,3015.2174,1732.8640402793906,True
060014072001,804.06401,804.0640104174608,True
060014045024,1368.296,1368.296008980274,True
060014065001,2716.9189,1577.3760471105581,True
060014364031,1536.64,768.3200103759767,True
060014445003,2361.0326,1489.5720111846936,True
060014375001,1106.976,1106.9760126829167,True
060014506051,2930.048,1465.0240066528322,True
060014072003,765.50402,765.5040239810942,True
060014505011,944.27202,944.2720205307014,True
060014038003,1393.664,696.8320116639134,True
060014371023,1800.6862,1107.120001697541,True
060014443012,3345.76,3625.1440102577253,True
060014516023,2161.24,1691.2000173330364,True
060014201003,264.864,264.8639973640442,True
060014506033,315.03999,315.03999109268165,True
060014305003,1720.3336,972.9599208831784,True
060014505022,3376.216,3376.2160175085032,True
060014053012,882.58135,648.0640094757077,True
060014233002,940.16004,470.08001863956434,True
060014403011,1137.696,1137.6960139274624,True
060014363023,2804.1299,2001.1200040817255,True
060014403371,1824.2241,1824.2240537166651,True
060014424003,914.62401,914.6240118503575,True
060014356024,1461.632,1461.6320187568685,True
060014372002,1362.388,1362.3879943370835,True
060014016002,1285.632,1012.1600086808199,True
060014094002,1697.507,1526.0040471076993,True
060014040001,864.00003,432.00001497268664,True
060014403061,2136.3093,1331.6159955561186,True
060014368002,1060.16,1060.16000928879,True
060014380001,3254.308,2375.0120327711124,True
060014034013,204.288,204.28800220489495,True
060014251042,7.5234328,471.6080109596252,True
060014351044,1216.8,1216.8000098705288,True
060014433221,1950.4366,1107.488002085688,True
060014052004,980.55701,610.2720142543313,True
060014507462,384.416,384.41600265502905,True
060014413021,1580.128,790.0640076518057,True
060014033022,994.17603,497.0880140721798,True
060014219001,339.20001,339.2000059127805,True
060014501022,776.16001,776.160010051728,True
060014216001,325.44792,586.5599882602687,True
060014082001,1217.376,1217.376034760477,True
060014324001,4127.5121,4127.512057399756,True
060014073001,2567.1176,1411.3598969459533,True
060014309002,1225.688,1225.6880019411446,True
060014441002,1593.4,1593.4000158309989,True
060014430011,2236.72,1118.3600223541275,True
060014431023,698.88001,698.8800129890446,True
060014261001,246.08001,246.08000812530506,True
060014511022,1060.384,1060.3839985847494,True
060014403053,2561.9201,1280.9600358009377,True
060014516021,2620.672,2620.6720024645324,True
060014422003,809.44,809.4399986267102,True
060014093003,1319.816,1068.2479987144477,True
060014005002,451.98395,451.9839458942412,True
060014371021,1364.48,682.2400221824641,True
060014382041,1673.248,1673.2480075359392,True
060014337001,899.2521,1111.040025973322,True
060014412001,2270.78,2270.7800078511236,True
060014517032,1851.92,1851.9200142860464,True
060014010001,562.88,281.43999996185306,True
060014403042,1798.6671,1350.5920417547236,True
060014506042,2724.336,1362.1680030226707,True
060014035011,1042.856,521.4280103683471,True
060014087001,1332.928,666.4640045166014,True
060014507453,221.07989,995.7200069427498,True
060014087003,676.07601,1249.8960152626034,True
060019832001,1238.72,1238.720017337799,True
060014413012,464.35202,464.35201768875095,True
