node,additional_capacity_kW,original_demand_kW,upgraded
060014328003,701.44,701.4400001525878,True
060014356021,78.739765,951.3599990129485,True
060014364033,18.391836,916.6800168991085,True
060014364022,470.976,470.9760016441342,True
060014516024,1434.76,1434.7600080490138,True
060014351023,722.23998,1325.2400135040314,True
060014058004,142.24,142.23999910354615,True
060014330004,510.48003,394.7520102500913,True
060014360002,670.75314,1448.4080089271106,True
060014236023,221.85598,769.311991333961,True
060014414014,1254.432,627.2160226821894,True
060014403082,1056.544,1056.5440199017519,True
060014419241,3170.432,1751.232023322585,True
060014239012,312.096,312.0960010528564,True
060014036001,541.696,270.8480022907256,True
060014047001,813.56801,406.78400436639765,True
060014215003,12.719998,450.9760094404219,True
060014010006,392.8,392.80000174045557,True
060014053013,310.688,310.6879999399185,True
060014240012,336.96001,168.48000674247746,True
060014078002,231.98742,800.9120026588437,True
060014064002,867.26402,557.9520184755323,True
060014261002,234.56,234.56000299453726,True
060014429004,650.912,650.9120016098024,True
060014014002,1122.624,1122.6240066051478,True
060014412003,1688.92,1688.9200137019197,True
060014015003,805.60801,805.6080109119414,True
060014231002,1274.04,637.0200023174286,True
060014026001,1061.2485,842.7360053777691,True
060014378001,1827.332,1656.9440188884776,True
060014239011,2263.0411,1137.8280245780945,True
060014354003,2587.2,1293.6000163555157,True
060014096005,1604.7337,1010.6560105323786,True
060014369002,1152.24,576.1199993371958,True
060014364043,666.912,666.9120026111598,True
060014006002,716.16,358.0800018072128,True
060014512022,368.064,368.06400113105735,True
060014098002,826.43201,826.4320095062251,True
060014234002,728.064,364.0320016950368,True
060014403084,830.57601,830.5760098338126,True
060014301013,1256.48,1256.4800277709992,True
060014068001,268.64001,268.6400119543074,True
060014382042,937.43994,1373.5280107498209,True
060014054022,743.04,371.5200024843215,True
060014507512,2233.12,2233.120032310491,True
060014307002,1837.5481,1685.0360093206189,True
060014356023,2595.2802,1325.136007595062,True
060014042003,1604.076,978.8919980853794,True
060014212003,304.8,304.79999933242783,True
060014218001,607.68001,607.6800096511838,True
060014012003,711.93602,355.96801116466526,True
060014251043,817.49203,817.4920284867288,True
060014515051,545.27178,671.2000020980838,True
060014238001,215.424,215.4239955902099,True
060014102003,417.50401,417.5040115356444,True
060014045021,670.464,670.4640045166017,True
060014516012,1133.92,1133.9200137615235,True
060014004001,490.552,490.5519992828368,True
060014372004,5708.088,5708.088014888768,True
060014418002,625.408,312.7040018796921,True
060014228002,1429.184,714.5920198202139,True
060014040003,460.16328,459.20000820159873,True
060014416012,86.039951,1371.6400221347847,True
060014416022,506.60796,1795.07202174664,True
060014304001,862.68002,862.6800229787825,True
060014064001,240.54401,240.54400690793992,True
060014513003,9993.4504,6330.108042061329,True
060014310001,2148.352,2148.3520392060273,True
060014336001,547.10404,547.1040357112881,True
060014222001,1473.4605,1043.2160282135007,True
060014505012,580.92788,1275.264011645318,True
060014090003,1934.7759,5389.760050880913,True
060014059012,739.28001,739.2800086021423,True
060014382031,11306.445,9301.015983068948,True
060014422001,1770.176,885.0879978656783,True
060014028012,123.104,123.10399627685547,True
060014403062,1103.2866,935.2000085353868,True
060014061001,1901.4631,1332.2720142722135,True
060014062022,867.25602,867.2560221910474,True
060014305001,2016.096,2016.0960401058242,True
060014050003,876.32801,876.32800951004,True
060014507013,664.16001,664.1600103378295,True
060014364042,1079.296,1079.296009731295,True
060014339001,732.35201,732.352014434337,True
060014053011,403.20001,403.20000610351536,True
060014057003,491.904,491.9039953231812,True
060014515035,2204.912,1102.4560146450997,True
060014251011,1547.72,1547.7199655413626,True
060014332002,1915.624,1915.6240310788187,True
060014351031,1293.568,1293.5680284500158,True
060014377012,1663.48,1663.4800232172045,True
060014433211,1787.968,1787.9680265724655,True
060014507413,3100.52,1550.2599871158636,True
060014356012,3600.2561,1800.128040933612,True
060014381001,2089.3091,1911.0400168418955,True
060014029001,3671.12,1835.5600248932842,True
060014221001,1470.4,735.2000132024284,True
060014081003,21.591854,430.912016868591,True
060014070002,942.15202,652.0320150375363,True
060014502002,2086.688,2086.688036632542,True
060014069002,1044.16,522.0800101757044,True
060014332004,9539.5743,8327.103945040708,True
060014308004,187.07109,1340.7040376663213,True
060014441001,4471.824,2235.91202155352,True
060014446021,7139.1281,7139.128080451496,True
060014424002,2057.3209,1377.7920098662419,True
060014104002,716.95999,716.9599895238875,True
060014073002,10603.994,6803.511940407755,True
060014423022,1159.584,1159.5840127468114,True
060014327003,1026.752,1026.7520123958602,True
060014415034,1880.224,1880.2240145206495,True
060014443042,7127.832,7127.832019615172,True
060014063003,470.80001,470.80000648498526,True
060014506034,91.40798,2117.232007223368,True
060014067003,2138.86,1318.4320157051084,True
060014054021,1999.4572,1328.8880082130427,True
060014443011,2008.2608,1673.0000053405786,True
060014035021,698.94402,349.47200784683224,True
060014027001,520.044,520.0440016269685,True
060014067004,307.52,307.52000089883785,True
060014414023,1293.76,646.8800042629246,True
060014055004,607.28535,415.7120116710662,True
060014310002,2821.1214,1542.184012401103,True
060014353002,2252.224,2252.2240252971706,True
060014415222,319.24573,775.3600103139881,True
060014039001,1173.76,637.2800126075741,True
060014070004,1076.736,1076.7360023975377,True
060014214001,390.81601,390.8160138130185,True
060014229022,1994.4,997.2000048875807,True
060014501021,4378.4641,4378.464059376728,True
060014213002,1035.456,517.7280053615569,True
060014415011,616.16,616.1599963188171,True
060014357003,2888.104,1664.0080309510263,True
060014415213,1010.16,750.4320226430896,True
060014204022,156.8,156.80000181198116,True
060014097004,427.168,427.16799979209884,True
060014018001,378.016,378.01600303649894,True
060014352002,1523.808,1523.808000469212,True
060014097001,623.744,623.7440014004704,True
060014403072,1382.3053,731.2640103340145,True
060014095001,909.52,765.8240062594409,True
060014355003,3593.952,1796.976012897492,True
060014039002,596.224,596.2240046143529,True
060014041011,819.0,818.9999992370604,True
060014080002,3426.968,3426.9680024147065,True
060014312002,1562.072,1562.0720156669613,True
060014507502,2505.088,2505.0880368232806,True
060014429001,2043.04,1021.5200234413155,True
060014514042,1133.04,1133.0400099754345,True
060014445001,54.923998,595.6240040779112,True
060014370002,1068.16,534.0800086975095,True
060014327002,8.6591955,420.8960025787353,True
060014046004,1087.872,1087.8720071673392,True
060014028021,288.64001,288.6400068283082,True
060014219003,816.96001,408.48000655174246,True
060014515052,3947.7601,1973.8800281524734,True
060014417021,3353.488,1676.7440047740956,True
