from_node,to_node,flow_kW,distance_km,cost
060014094002,060014093003,1403.672,0.833581000130518,1170.0743096152044
060014217002,060014217003,1401.1959,0.20180617863291556,282.7699900951089
060014229011,060014236021,1399.6875,0.4779354698770302,668.9603029935057
060014217001,060014218001,1397.12,0.5843814652226322,816.4510326918439
060014095002,060014095003,1383.4881,0.3224303963432524,446.0786164191732
060014371023,060014373003,1377.4679,0.5690330977555723,783.824826195863
060014415242,060014415241,1377.344,0.8143770237119506,1121.677307347513
060014102002,060014102003,1374.336,0.3936208447822867,540.9672973347087
060014382041,060014382042,1373.528,0.760608106079617,1044.7165307273242
060014009002,060014008003,1368.896,0.5096959517570008,697.7207495763513
060014517032,060014517042,1368.16,0.9123173003658138,1248.196037668492
060014419245,060014419244,1366.448,0.3558392303575075,486.2358046435554
060014071021,060014070004,1365.12,0.4538516361866163,619.5619455910736
060014372004,060014372002,1362.388,0.6252415199803025,851.8215439229243
060014507451,060014506042,1362.168,1.471016277503507,2003.7713006943968
060014505022,060014505021,1361.76,1.8406469152002136,2506.519343243043
060014326021,060014326012,1357.24,0.6179876563816673,838.7575667474541
060014011001,060014003003,1346.208,0.6990732367289254,941.0979838703732
060014060003,060014060004,1343.872,0.40137032210710866,539.3903375107244
060014506041,060014506053,1341.616,0.7482699134793687,1003.8908882425367
060014059013,060014059012,1339.6,0.28030631455564325,375.4983389787397
060014512014,060014512023,1335.168,0.6136206532236587,819.2866603233258
060014415223,060014403061,1331.616,0.7593125049054174,1011.1126805321322
060014417011,060014426022,1327.1679,0.6046886973566417,802.5234286245496
060014362002,060014369001,1326.912,0.7898234765952483,1048.026248975954
060014356021,060014356023,1325.136,0.6014558147522486,797.0107525375357
060014511022,060014507014,1325.088,2.1345239587004703,2828.4320833864886
060014064002,060014049003,1324.512,0.7296189301756004,966.3890284447448
060014340001,060014339004,1322.976,0.5753793024912879,761.2130080927142
060014419245,060014419243,1319.296,0.6549907262387418,864.1266451638671
060014381002,060014380002,1318.944,0.8285516920940935,1092.813282977352
060014419234,060014419272,1308.7273,0.6920512308145781,905.7063387656395
060014235003,060014235002,1308.0245,0.2884231645178802,377.264565556918
060014382032,060014382043,1302.216,0.9355522118469727,1218.2910591025172
060014214002,060014213003,1302.036,0.3735173066306475,486.33297985614183
060014381003,060014381004,1297.32,0.42890941886361755,556.4327672801483
060014507441,060014507433,1296.544,0.894065246863694,1159.1949314296414
060014096005,060014096001,1293.792,0.3555998895305538,460.07229227551426
060014506012,060014351031,1293.568,4.3588869483323585,5638.516671980392
060014331032,060014330003,1286.36,0.309800152161956,398.5145237350537
060014373001,060014376001,1284.4797,1.3142391773325313,1688.1135442283367
060014403052,060014403053,1280.96,0.45856387194953235,587.401977412473
060014086001,060014083005,1275.5305,0.8864494740623139,1130.6933408754403
060014422002,060014422003,1270.7919,0.6508228293286671,827.0603798459525
060014351023,060014351041,1270.22,1.4450943158919638,1835.5877019322902
060014368002,060014369002,1268.376,1.0132160873396443,1285.1389679955087
060014444002,060014445004,1267.4161,0.9297324603252937,1178.3578889088883
060014381001,060014351044,1267.2039,0.8163306677807721,1034.4574059013987
060014361003,060014358002,1260.376,0.4431874765588617,558.5828589553519
060014088003,060014086004,1260.0,0.5723602417486411,721.1739046032877
060014310001,060014311001,1258.752,0.5734865160396722,721.8772990379694
060014419234,060014419233,1258.56,0.5624525302229628,707.8802564374121
060014353001,060014311002,1257.9959,0.724344108812854,911.2219190757241
060014505022,060014301013,1256.48,4.252510706727187,5343.194652788576
060014378001,060014378002,1255.1723,0.40011960453527734,502.21904429963445
060019820001,060014025002,1253.76,1.1761851858459202,1474.6539386061809
060014403043,060014403322,1253.152,0.727382373303428,911.5206758699375
060014233001,060014231004,1248.764,0.24975654095808364,311.88697711298033
060014105001,060014105002,1247.712,0.6127314500322469,764.5123829826349
060014427002,060014426012,1247.672,0.6685010586013229,834.0700527872298
060014014003,060014014001,1247.304,0.8251800886102222,1029.2504252438846
060014076002,060014076001,1244.016,0.36047110074732375,448.43181686728275
060014433212,060014432001,1236.512,2.2007051182212805,2721.198287142032
060014422002,060014421001,1234.4,1.5147738790563399,1869.836876307146
060014338012,060014338021,1224.608,0.7911788165284946,968.8839081513268
060014364022,060014351032,1224.064,1.8736689072528485,2293.490657287551
060014424002,060014424004,1223.152,0.6118085784442923,748.334886341293
060014424002,060014425011,1221.92,0.816858784506623,998.1360859643328
060014302004,060014302001,1220.416,2.0176303885338873,2462.3484082529726
060014278004,060014278003,1220.224,0.3052385101617807,372.4593558236487
060014515041,060014515031,1216.5197,1.7717333421299006,2155.348513847864
060014310002,060014309002,1215.8437,0.6127918168698167,745.0590699527203
060014045024,060014045023,1212.064,1.2817850453530326,1553.6055092107783
060014419244,060014419291,1208.848,0.4932722456686203,596.2911676320203
060014331021,060014331022,1208.64,0.5456124074287484,659.4489801146825
060014419242,060014411001,1208.5444,0.7970469780981398,963.2666619174296
060014325013,060014325012,1206.606,0.6018389478886254,726.1824855561027
060014414013,060014414022,1206.528,0.7972336370299425,961.8847056184625
060014403084,060014403361,1205.024,0.48493374982411297,584.3568069480518
060014507432,060014507431,1200.256,0.4910092464313123,589.3367940846612
060014414013,060014414011,1198.624,0.8123049851549231,973.6482505263346
060014063004,060014057002,1198.176,0.6498634929910355,778.6508405780269
060014045024,060014046001,1178.9952,1.1348114149532265,1337.9372111350624
060014363011,060014355003,1176.3641,0.6955756761833152,818.250254295277
060014095001,060014094003,1168.5,0.9448151367774346,1104.0164873244323
060014327002,060014328001,1166.088,0.7294680019223952,850.623883425682
060014363011,060014356013,1160.376,0.581028998630266,674.2121053145936
060014419211,060014423022,1159.584,0.670791546074721,777.8391441635093
060014327002,060014328002,1158.16,0.9587222317259672,1110.3537398957462
060014506041,060014506063,1154.688,1.2563059121901743,1450.641361135048
060014368001,060014366023,1154.136,0.768077761154699,886.4661949480396
060014507512,060014507511,1152.8161,2.199726524033042,2535.8801525023277
060014327001,060014321003,1152.768,0.3299281087901516,380.3305661138055
060014515012,060014511032,1152.24,4.164763697461645,4798.807322763206
060014506041,060014506031,1151.072,1.3840270626744287,1593.1147990867798
060014506071,060014506062,1149.12,1.2655991111049179,1454.325250552883
060014514044,060014516025,1145.26,0.7462780161219135,854.6823607437826
060014368001,060014366021,1141.056,0.7398735314749513,844.237132330682
060014403342,060014403011,1137.696,0.7801733599860047,887.6001109626375
060014516024,060014516012,1133.92,1.3499750085540076,1530.7636616995605
060014502002,060014502001,1133.06,0.5463306480377194,619.0254040656183
060014251031,060014251032,1131.192,0.3801830575878113,430.06003327887146
060014085005,060014085001,1126.728,0.5365698388214186,604.5682613555794
060014382032,060014377012,1125.7248,0.5520290368599117,621.4327771133167
060014074002,060014076004,1123.488,0.46655128734512114,524.1647727167955
060014014003,060014014002,1122.624,0.5420535499611926,608.5223244716339
060014361002,060014357004,1122.2123,0.7217726281806904,809.9821211476974
060014234003,060014234002,1122.048,0.25016705162525804,280.69943994201753
060014428001,060014425012,1117.664,0.7570156407797082,846.0891291364118
060014301011,060014301014,1117.4,2.401735638355604,2683.699402298552
060014419271,060014419261,1116.576,0.43904932504335453,490.23193915960866
060014336003,060014336004,1115.52,0.37938296180653514,423.20928155442607
060014507451,060014507452,1115.04,1.6113407049986568,1796.7093397017022
060014403341,060014403042,1114.2952,0.6822251027505853,760.200157314484
060014251044,060014251022,1113.0761,0.6103245472539647,679.3376667917087
060014415242,060014415232,1108.5052,0.5774110071833517,640.0631039999828
060014206003,060014206002,1108.352,0.30138016985377614,334.0353140177725
060014375002,060014375001,1106.976,0.382841317353127,423.79615011829515
060014324002,060014334003,1106.752,1.2056839883311838,1334.3931654535143
060014331041,060014331043,1106.176,0.3997380024882444,442.1805846404362
060014414013,060014415212,1105.9589,0.720675728175808,797.0377355900157
060014415221,060014415013,1102.8009,0.5914475846564715,652.248928661983
060014515031,060014515035,1102.456,0.5373789100608835,592.4366036700812
060014333001,060014335002,1100.704,0.7762948599380153,854.4708575132131
060014415223,060014403071,1099.2,0.6343292681751364,697.25473157811
060014039003,060014039001,1097.12,0.46149551137970113,506.31595544489767
060014414013,060014414014,1096.496,0.7793734202168469,854.5798377740917
060014013003,060014013001,1092.1601,0.6518939008072016,711.9725078949833
060014514031,060014514032,1091.968,0.5382459364253358,587.7473387065012
060014070002,060014079003,1090.24,0.8808702700558552,960.3600032256956
060014240011,060014240021,1083.52,0.6745458835067221,730.8839556972035
060014239022,060014004001,1081.56,0.6340709410954309,685.7857670511743
060014059011,060014059022,1080.928,0.6091319598089538,658.427791052373
060014353002,060014364042,1079.296,0.926401931015265,999.8618985370515
060014102001,060014097002,1078.208,0.5608467190651414,604.709419269788
060014412001,060014411001,1069.5996,1.2194633985357874,1304.3375632885188
060014090003,060014091001,1069.24,2.6699618009023047,2854.8299559967804
060014433013,060014433012,1063.36,0.6023122122711561,640.4747140406564
060014092002,060014092001,1061.344,0.397632964357087,422.0253609226082
060014301011,060014351033,1059.296,1.568630775153772,1661.6443055972902
060014085004,060014085002,1058.4,0.5614166047758823,594.2033344947939
060014441001,060014416023,1055.312,0.6767403253061535,714.1721861794873
060014515051,060014511031,1054.568,1.2142422632347896,1280.5010350549856
060014010003,060014010002,1051.9277,0.20060366242104954,211.02054922215106
060014096001,060014097004,1050.912,0.3622389286410153,380.6812369759867
060014104001,060014104002,1044.3942,0.3820425807873538,399.00305552734375
060014403081,060014403072,1043.452,0.7401167123795331,772.2762637658486
060014221001,060014222001,1043.216,0.924056795276184,963.9908337408394
060014075003,060014077002,1041.312,0.5029948713350572,523.774595459651
060014368001,060014367002,1037.32,1.1367729746822637,1179.1973420974057
060014403082,060014402002,1036.7798,0.5512107253778393,571.4841456150912
060014442001,060014444001,1034.576,0.8475121127432401,876.8156915534504
060014414013,060014414015,1024.92,0.6817097526295687,698.6979596650975
060014353002,060014353003,1024.896,0.7109212646232771,728.6203604273381
060014446012,060014445003,1022.2055,1.2351204423706055,1262.546909353666
060014429004,060014429001,1021.52,0.6085832653996078,621.6799772710074
060014214001,060014215002,1020.288,0.6788703169394347,692.6432379295019
060014419241,060014418003,1017.9675,0.8387790076837157,853.8497695042729
060014446012,060014445002,1016.704,1.1013337168788184,1119.730395285562
060014229021,060014230001,1016.5042,0.5693602096512009,578.7570444233263
060014403081,060014403083,1013.72,0.9597228932481272,972.8902913434915
060014403013,060014403012,1006.984,0.83649054245689,842.332592405409
060019821001,060014225003,1005.376,0.71765498293255,721.5130961207954
060014506034,060014506033,1004.064,1.4852976653490755,1491.333915061054
060014361002,060014362001,1004.0,0.9994618397213636,1003.4596870802491
060014431052,060014431041,1002.368,1.0053191412468998,1007.6997369733725
060014096005,060014096002,994.24001,0.47868023936156096,475.9230459696407
060014426021,060014418001,993.33602,0.6848352738183046,680.2715452502848
060014443042,060014443041,991.94397,2.0749250714754295,2058.2094128518715
060014336002,060014332003,988.11445,0.517312714761648,511.16416862471266
060014420002,060014420001,981.82402,1.6193303070595126,1589.897391785005
060014240012,060014240013,979.74402,0.16896834016496867,165.54572084595387
060014368001,060014367001,978.56001,0.8206609799706102,803.0660167666501
060014045021,060014044003,975.84002,0.6099522508956408,595.215816713047
060014029001,060014035014,973.79202,0.7518237480925815,732.1199663390461
060014371014,060014372001,972.77997,2.340333986471036,2276.6300251492753
060014427002,060014425021,972.73601,0.9433777333440403,917.6574922559257
060014366012,060014366022,970.4,0.6258945828651866,607.368103212377
060019821001,060014227003,970.24001,0.6000971127862783,582.2382287107298
060014371013,060014371012,969.92,1.165725304386626,1130.6602872306762
060014415252,060014431024,966.30402,0.8627034700793661,833.6338312056412
060014322001,060014322003,962.52801,0.6808821596501151,655.3681501725276
060014515032,060014515011,960.64004,0.8641199583062606,830.1082313121245
060014050003,060014051002,960.01602,0.3997471484473883,383.7636664588109
060014102003,060014321001,956.83201,0.5627341425466121,538.4420407085014
060014074001,060014076003,952.52801,0.5541268303974867,527.8213270461255
060014325013,060014325023,949.31201,0.7513023048367873,713.2203011222432
060014505022,060014505011,944.27202,2.51611803190922,2375.8998565493434
060014099003,060014099004,943.71201,1.4627399628767719,1380.4052704737637
060014507501,060014507441,943.2762,1.243647211355467,1173.1028156679818
060014403381,060014403383,938.84801,0.26235190637402095,246.3085652189559
060014431052,060014431042,938.00801,1.3167827876908242,1235.1528022841226
060014038004,060014261004,936.096,0.9383393762466757,878.3757367470082
060014403051,060014403062,935.20001,0.3319842829477027,310.4717047325344
060014062022,060014062013,934.68801,0.5021307678766819,469.3356081864277
060014049001,060014261003,933.37601,0.9324387433580271,870.3159538449294
060014034011,060014037022,931.52002,0.47161218334124416,439.31619045827944
060014506071,060014506081,927.71976,1.6755134239583112,1554.4069115513826
060014415242,060014415033,924.96,0.9273581069325096,857.7691545882941
060014303002,060014303001,924.06403,1.110609133314002,1026.273951484944
060014416012,060014416013,922.72001,0.5390992254616636,497.43764270897844
060014330001,060014331042,922.56002,0.44440596309447117,409.9911742005546
060014354003,060014363022,922.24,0.5080148953313642,468.51165707039735
060014504003,060014504004,921.92001,1.2388031279014682,1142.0773920629529
060014333005,060014333003,921.26631,0.45603720988806307,420.13171757627134
060014229012,060014229023,919.05605,0.4005079564474109,368.0892604461295
060014357003,060014357001,918.07201,0.32455006177011103,297.96032755491
060014403084,060014403382,915.00002,0.669964963627092,613.0179551180885
060014424002,060014424003,914.62401,0.7967886875729557,728.7620645506139
060014203021,060014203011,914.01601,0.5186680304485938,474.0708837051822
060014336003,060014335003,912.73601,0.8589160229560103,783.9635837179372
060014238003,060014238002,909.00326,0.4716220448152982,428.7059762249721
060014416021,060014413022,907.84,0.8939741830183294,811.5855223113603
060014239012,060014005001,906.56002,0.5700270024138309,516.7636907088225
060014054011,060014055003,906.24001,0.3681026638630614,333.5893617802874
060014214002,060014212002,902.80001,0.6568698071459939,593.0220684601013
060014086001,060014084001,899.42402,0.5189171385598021,466.72653881035427
060014375002,060014377021,898.24001,0.6161234141911146,553.426701724261
060014359001,060014334004,898.17601,2.034410218510925,1827.258452765371
060014214001,060014211002,891.90401,1.022271491310842,911.7680424088201
060014036003,060014040001,891.20002,0.7530772937672853,671.1424992669505
060014099001,060014098001,889.95602,0.9534595840106462,848.5370966169703
060019819001,060014017001,886.752,1.833571912288897,1625.9235603660038
060014424002,060014423011,886.65507,1.0622971027635602,941.8911120116217
060014441003,060014441002,885.92127,0.8851343264763885,784.1593266325567
060014422002,060014422001,885.088,1.2426616486664694,1099.864913294908
060014419234,060014419232,880.6565,0.7682925352138213,676.6018150375307
060014061001,060014074003,879.364,1.1907455189859464,1047.098742557558
060019821001,060014225002,878.91201,0.4377128253626623,384.7110591422765
060014229011,060014228004,877.62819,0.3004831946322627,263.71252223053045
060014383003,060014383001,870.32001,0.737509270459495,641.8690756414004
060014003002,060014043002,867.87201,1.3197369201274343,1145.362733542206
060014307001,060014304001,862.68002,0.8492432380639519,732.6251735978748
060014229011,060014228003,861.31202,0.305250453533467,262.9158847388266
060014354001,060014364034,858.44002,0.7904450781602125,678.5496887047543
060014030003,060014031001,855.64802,0.3526533952217483,301.7471793677664
060014424002,060014424001,852.128,0.423616912607824,360.97583250667986
060014379002,060014351043,850.42385,1.4663772720433454,1247.0422052435993
060014251041,060014007004,848.03203,0.7544327318767257,639.7831211118654
060014082001,060014083001,846.08001,0.5942906899311499,502.81747287985417
060014278003,060014286002,843.36002,0.8374535950779088,706.274880693977
060014415222,060014414021,842.95898,0.7340148416000355,618.7444021800275
060014101002,060014100002,842.82966,1.4999936895339645,1264.239171352057
060014334001,060014333004,840.44002,0.8649689192272089,726.9544957746938
060014049003,060014049004,839.488,0.3559762891288254,298.8378230081794
060014059013,060014059021,836.44799,0.6346030173220781,530.8124182869874
060014507421,060014507422,835.456,0.5844194825501348,488.2567632134054
060014516023,060014516021,830.96457,1.191779594154329,990.3266179912265
060014015003,060014015002,830.58401,0.20293269103415343,168.5526482792382
060014102001,060014098002,826.43201,0.946110385926504,781.8959079231164
060014506034,060014506092,820.736,1.2571175365695948,1031.761618493983
060014328001,060014100001,820.10401,1.665719854829266,1366.063532482099
060014041012,060014041011,819.0,0.4634508428623777,379.56624030428736
060014419212,060014419292,818.09601,1.046067444289857,855.7836023644293
060014251042,060014251043,817.49203,0.31683634697375085,259.01118846535593
060014205001,060014205002,817.40789,0.43114664690038823,352.4226709234214
060014229021,060014223003,816.16,0.7185124067701315,586.4210859095105
060014231004,060014231003,815.26,0.20167285490848733,164.41581169269338
060014413021,060014413024,812.44,0.4303554139452603,349.6379525056873
060014040002,060014041021,811.52,0.463732502446159,376.3282003851069
060014379002,060014379001,807.328,0.7914190862757553,638.9347880848329
060014095003,060014096004,805.56802,0.46840142043356914,377.3292048238579
060014358004,060014360001,802.01601,0.9109172863177933,730.5702474126242
060014511021,060014511023,801.88801,0.7800376542237247,625.5028422705308
060014339001,060014339003,799.61602,0.535557711018544,428.24052536495833
060014102001,060014103001,795.52,0.322300707257548,256.3966586375246
060014422002,060014431044,794.43201,1.2120422196011627,962.8851367226131
060014383003,060014383002,786.72,0.5221123476393197,410.7562261348056
060014515051,060014515062,784.80003,0.7184686198884965,563.8541944425507
060014373001,060014374001,784.44803,0.5021152445235714,393.8833143994839
060014372005,060014372001,778.624,0.42406682653198,330.1886087416364
060014236012,060014237002,777.56801,0.9624352518119192,748.3588635052429
060014025002,060014025001,775.13604,0.38414283993176707,297.7629597390638
060014281002,060014281001,773.6,0.43477931525334945,336.34527827999113
060014417011,060014417012,772.96001,0.49330951001418527,381.30852379365973
060014099002,060014098003,772.80001,0.6234818689095024,481.8267945280822
060014083005,060014083003,770.89049,0.43019514010701077,331.6333423527122
060014335002,060014335001,767.61601,0.44531187285961593,341.8285230501257
060014305001,060014304002,767.20002,1.7198840583883528,1319.4950839932253
060014054011,060014055002,766.72001,0.5069003572291136,388.65064696370956
060014044001,060014001002,758.27675,1.0427766556383546,790.7132934133207
060014422002,060014431043,758.20802,1.1016491748285453,835.2792395813852
060014234002,060014234001,758.016,0.19882670358981766,150.7138225483392
060014070001,060014068003,755.80804,0.4873504880495446,368.3434171657697
060014373001,060014373002,752.80001,0.6634660358553551,499.45723842657173
060014351022,060014351041,751.72407,2.0573291776557125,1546.5438627571052
060014086004,060014086003,751.36001,0.40919100745789116,307.44975945547117
060014415211,060014415213,750.43202,0.7519334965864416,564.2749727490265
060014517032,060014517041,750.27202,1.2735862571948922,955.5361338298512
060014202003,060014202001,749.85601,0.4628799717255893,347.0933287070632
060014220002,060014219003,747.68001,0.9509292178693797,710.99076712587
060014103003,060014096003,746.36802,0.5287530864245563,394.644394183585
060014093002,060014323001,746.01601,0.3289932417076809,245.43422549572972
060014504003,060014505012,744.19203,0.8278227241650108,616.0590735764895
060014429004,060014429003,743.81352,0.8654144371350169,643.7069587442156
060014327003,060014326023,743.40788,0.5908229585986637,439.22244310716036
060014102001,060014101001,743.4,0.40602790444312786,301.8411441630212
060014359001,060014359002,742.528,0.6069663343351086,450.6894983011795
060014105001,060014022002,740.75601,0.5604499473305727,415.1566667893052
060014229021,060014230002,740.25602,0.3461801919004531,256.2619710590657
060014374002,060014376002,738.65603,0.7588556240213923,560.5332825828142
060014045024,060014045011,736.92801,1.0557521573631279,778.0133363788167
060014081002,060014083002,735.64552,0.6043083048304081,444.55669714728407
060014042003,060014042002,728.38403,0.84762384196464,617.3956699342876
060014366012,060014366011,728.09603,0.37398527825151845,272.2971963733759
060014058001,060014058002,727.24,0.2714321061408686,197.39628486988528
060014332002,060014338022,724.47762,1.0034813164790921,726.9997558772394
060014054021,060014054022,723.20001,0.325649953931794,235.510049939973
060014382013,060014382011,722.45915,0.3814739766660748,275.5993649292922
060014423023,060014423012,719.48802,0.4391746874808866,315.9809263297419
060014327003,060014326022,717.63202,0.8139232571743474,584.0973911710065
060014220002,060014232001,715.904,1.2736261251531895,911.794037501669
060014384002,060014384001,715.89602,0.7491428893159848,536.3084128726141
060014228003,060014228002,714.59202,0.3067428426008788,219.19598751470406
060014240013,060014240014,711.36001,0.25503734573428033,181.4233688119111
060014441004,060014441002,707.47874,0.7364446575398972,521.0189383960579
060014338012,060014328003,701.44,1.6581220093072289,1163.0731022084626
060014358004,060014358003,700.24,0.4131382323586479,289.2959158268196
060014382031,060014382043,698.98402,1.1119894998021778,777.2628907695154
060014323003,060014326011,698.75414,0.72409587676165,505.96499164413274
060014516023,060014516013,695.09123,1.2956256788175144,900.578046708851
060014028011,060014013002,693.984,0.7339154260138868,509.32556300682126
060014306002,060014305003,693.3394,0.5057549335327103,350.6598221626092
060014369002,060014369003,692.25601,0.41486549027936537,287.1931289874872
060014506033,060014506083,689.02401,0.8935229226219054,615.6587471718649
060014371011,060014403311,687.28797,1.8838374075207422,1294.7387876249936
060014419212,060014419262,683.31123,0.7112419789630229,485.9996314728573
060014057002,060014057001,682.65602,0.4489964712994408,306.5101440913205
060014371022,060014371021,682.24002,0.29897947885337145,203.9757656325137
060014055003,060014056003,676.35201,0.4186116942057953,283.128860785595
060014517043,060014517012,675.68001,0.9387375993333452,634.2862305049307
060014103003,060014094001,671.61601,0.3661932012125718,245.94121668751464
060014430022,060014430011,670.81245,0.9141869974951455,613.2480195478624
060014507421,060014507011,670.80801,1.4244728024413955,955.5477659048356
060014364041,060014364043,666.912,0.5552861469752935,370.326994851587
060014506073,060014507013,664.16001,1.4312554429740691,950.5826293182123
060014251032,060014008001,663.22401,0.5401931802598108,358.26908718656455
060014402001,060014402004,663.16799,0.519950781705843,344.81471480279265
060014331032,060014330002,661.91999,0.7453160189955722,493.33957184038894
060014512011,060014512013,660.5439,1.5062996994499906,994.9770780435247
060014038003,060014038002,660.25603,0.4077389578951205,269.2121056161694
060019821001,060014227002,659.87201,0.8241399037328866,543.8268547974264
060014046004,060014046003,659.34086,0.8461686994829019,557.9135980221381
060014333002,060014325011,658.99017,1.1665704501256124,768.7584592452539
060014517031,060014517011,655.808,0.8205925556878413,538.1511627605319
060014308001,060014308002,655.36002,0.5526699074026824,362.19776156882006
060014403043,060014403041,650.4,0.6898016672743759,448.64700439525404
060014416021,060014413023,650.08,0.7777414151226969,505.59413914296283
060014506034,060014503002,647.03591,1.2997072925403372,840.9572907624732
060014372004,060014372003,646.89998,0.8639698925275248,558.902106196658
060014403081,060014414023,646.88,0.4146621647054938,268.2366611046898
060014051002,060014051005,645.12001,0.44103058302153136,284.51765412915614
060014215002,060014215001,644.64001,0.5800252452768602,373.9074799155276
060014419234,060014426011,643.6161,1.015084060148105,653.3244439646887
060014515031,060014515034,641.14401,1.1804952996902922,756.8674902295857
060014033022,060019832002,640.00001,0.7926547415489538,507.2990425178778
060014231003,060014231002,637.02,0.19694362191596926,125.45702603291073
060014506053,060014506052,636.528,0.6116325595716133,389.3212498789999
060014331021,060014338022,635.08796,1.2085093677568328,767.5097490095767
060014035012,060014012003,632.12801,0.7382528916172864,466.67033125478093
060014086001,060014082002,631.616,0.654187897566187,413.19554310916476
060014217003,060014224003,631.07201,0.34696041709527886,218.957007806756
060014213003,060014213004,629.55601,0.3216294491949852,202.4837527336926
060014430023,060014430012,627.68002,0.7771914437473427,487.82754095516094
060014337001,060014340002,627.12416,0.8018426048975388,502.85487004858084
060014516023,060014516022,626.72,0.6145170583061894,385.13013078165505
060014097004,060014097001,623.744,0.3748301849102049,233.79807885663087
060014068002,060014069001,623.02401,0.5025603266968519,313.1071500055827
060014087005,060014087006,620.83201,0.42455642140182137,263.5782164572998
060014354002,060014355003,620.61188,0.9259865284711231,574.6782402891372
060014431031,060014431032,619.84001,0.7002707762188445,434.05584493419633
060014338012,060014338011,618.09999,0.47333989674874377,292.57138544699956
060014415221,060014415011,616.16,0.8166599182232216,503.1931752124202
060014049001,060014050001,615.33601,0.3411566141890356,209.92594976019055
060014008003,060014008002,612.70401,0.28782518651619293,176.35164595746934
060014421003,060014421002,610.56001,0.6454430860683961,394.0817370843508
060014228004,060014228001,604.28418,0.5800033275042936,350.4868351582035
060014096002,060014097003,601.92001,0.45723383987541255,275.2181974701467
060014017003,060014251012,601.632,2.012083007700575,1210.5335240889121
060014048001,060014047002,601.40801,1.1277077008532526,678.2124442318299
060014059012,060014058003,600.32001,0.5937770696927326,356.45625641571195
060014225002,060014225001,596.38401,0.3942618991055684,235.1314923787943
060014039003,060014039002,596.224,0.2466478185688054,147.05734897836746
060014446012,060014445001,595.624,1.298385407699286,773.3495100754795
060014334001,060014334005,595.36001,1.1170459986259995,665.044516912435
060014229022,060014224001,592.53215,0.46735677293182687,276.9239134823572
060014213001,060014212004,591.77601,0.6687521373511068,395.75147152061
060014004001,060014002001,591.00801,0.5390977476469386,318.6110870322994
060014085002,060014084003,588.54401,0.5728915203812524,337.17187270017894
060014339001,060014339002,587.904,0.3304550924387753,194.27587066512575
060019821001,060014216001,586.55999,1.394675549130203,818.0608761510563
060014236021,060014236022,585.44001,0.5036962323603246,294.8839273099908
060014261004,060014261005,584.35199,0.7398885183833205,432.3553280954449
060014076001,060014078001,580.24001,0.40978315227753126,237.77258037534625
060014337001,060014355001,580.19202,0.812031189853287,471.13401634398207
060014085001,060014084002,580.19202,0.607252876763247,352.32327322007933
060014377011,060014377022,579.16801,0.3062306616891667,177.3590029314979
060014515013,060014516013,578.8608,1.6814080805536835,973.3012266357697
060014240012,060014240022,577.48001,0.6067681221434988,350.39646124310894
060014099002,060014100003,576.59437,0.7488175496639338,431.76398329341964
060014415232,060014415231,574.74517,0.3220468469338402,185.094869788954
060014416012,060014416011,574.4,0.5782273793474395,332.13380669716923
060014357002,060014337002,572.01275,0.62974919908936,360.2245711814023
060014431023,060014431021,570.40001,1.0189061739003742,581.1840917818351
060014085004,060014085003,568.544,0.23230498979002193,132.07560811517823
060014233001,060014232002,568.28801,0.7604469736154182,432.1528973464285
060014009002,060014009001,567.392,0.2888888637070601,163.91323015647623
060014359001,060014359004,566.24001,0.49197744229652446,278.5773118457584
060014309001,060014307003,559.9558,0.8703754085408312,487.3717581898079
060014302003,060014302002,557.70401,0.6720791256865476,374.8212234326816
060014080002,060014080001,556.48402,0.6679871670299735,371.7241840172511
060014218001,060014218002,556.384,0.42111170037130613,234.2998122993888
060014506013,060014506011,555.07201,1.5418068967260259,855.8138531975776
060014090001,060014091002,552.12801,1.00482639648206,554.7927986851108
060014053011,060014052003,551.24001,0.6314241027876752,348.0662287349191
060014236012,060014236011,547.45601,0.29681300192910065,162.49206175222776
060014336002,060014336001,547.10404,0.8600701770134926,470.547868527597
060014335004,060014334006,545.95202,0.6748990897697622,368.46252135596296
060014221002,060014231001,544.61601,0.8850655859775128,482.02088802338494
060014251031,060014251033,542.68802,0.39770277437377577,215.82853117341114
060014015002,060014015001,541.43201,0.2847480304424814,154.1716984660139
060014072002,060014071022,540.96,0.595533385096692,322.1597400019065
060014361003,060014361002,539.07641,0.8101586185102712,436.73739959707655
060014377011,060014377012,537.75527,0.4124218634790754,221.78203054909332
060014517043,060014517013,537.28001,0.6706482690226646,360.3259086869799
060014419233,060014419231,534.97601,0.384437500127243,205.66483991244692
060014373001,060014370002,534.08001,0.5125132471710856,273.7230801742659
060014382012,060014382011,532.67685,0.48278602633930146,257.1689397344361
060014419243,060014418004,532.064,1.1891642971872158,632.7115126186187
060014339001,060014340003,531.17987,0.8259726864076372,438.7400641895595
060014505022,060014505012,531.07198,2.7957941770028842,1484.7679492533923
060014271001,060014281004,530.944,0.5208416678897057,276.53775851603183
060014325021,060014325022,530.56001,0.35819825351592866,190.04566896739365
060014236012,060014239021,528.77201,0.4942463670772125,261.34364495461546
060014003002,060014003004,528.19201,0.4969126835474693,262.46530911743173
060014403014,060014381006,527.22401,1.2157939905533774,640.9957830334538
060014069003,060014069002,522.08001,0.5575328536394057,291.0767578033895
060014375002,060014377023,522.01601,0.6963242495264661,363.49240640405026
