from_node,to_node,flow_kW,distance_km,cost
060014235003,060014236012,4158.1673,0.7231442590919148,3006.954811338728
060014430022,060014430023,4137.745,0.5426348988100237,2245.2848393766812
060014507451,060014507441,4117.1159,0.9163749193595718,3772.821750856511
060014070002,060014070001,4116.2561,0.3987724357487733,1641.449471162746
060014035013,060014040002,4083.1564,0.30518109332426785,1246.1021343659816
060014446021,060014428001,4048.512,0.8598276285670459,3481.0224721852283
060019819001,060014017003,4018.612,2.396985984614936,9632.556641605399
060014062021,060014062011,4015.08,0.4203850223037857,1687.879495351484
060014358004,060014336002,3997.0905,0.7273574728575652,2907.3136448629816
060014068001,060014080002,3983.452,0.7718232617526785,3074.5209156752308
060014053013,060014052002,3977.8721,0.35510976980311126,1412.5812457372188
060014251023,060014251021,3976.42,0.5561327744590319,2211.4174870143834
060014024002,060014024001,3900.5041,0.3489901980185782,1361.2376982312762
060014433211,060014433212,3863.3921,0.49799552401308605,1923.951973307517
060014516024,060014516023,3843.9758,0.7426728962659336,2854.816640562159
060014065001,060014066022,3837.9401,0.36501310292307787,1400.8984247339076
060014378003,060014375002,3825.3684,0.47989944905630955,1835.7921875974164
060014235003,060014239012,3777.08,0.39368041659707975,1486.962427920498
060014060003,060014053022,3733.4201,0.42106504202200035,1572.0126912922806
060014038004,060014262002,3698.4761,0.7932400077652241,2933.7792102834956
060014011002,060014012001,3659.8477,0.7040720890956625,2576.7966159109556
060014065003,060014065004,3638.5361,0.3812859652832141,1387.3227491063212
060014443011,060014443012,3636.344,0.6832624874278536,2484.5774465833506
060014373001,060014370001,3621.0721,0.723898848602742,2621.289923897513
060014088002,060014089002,3607.0721,0.6929725642738903,2499.602002657806
060014446022,060014446021,3603.8857,1.6890336498212344,6087.084217409554
060014381002,060014381001,3576.8839,0.5652883203069909,2021.9706917641188
060014309001,060014308004,3560.152,0.8051700578336,2866.5277917364065
060014446022,060014446011,3552.4296,2.079951441714636,7388.8810681097475
060014403051,060014403052,3552.1431,0.2792112240195674,991.7982228436605
060014301011,060014352001,3510.168,1.0092762487362656,3542.7291914740804
060014030002,060014030003,3478.432,0.28267400128478665,983.262291637043
060014052002,060014052001,3469.1121,0.6781345658132746,2352.524827691077
060014513003,060014513001,3460.696,2.2711167734509483,7859.644733414603
060014075001,060014077001,3436.728,0.5257832672703002,1806.9740765593244
060014324001,060014325013,3419.7741,0.8770088823353802,2999.172261280481
060014072001,060014076005,3418.288,0.6743724313804316,2305.1991897185526
060014024001,060014016002,3414.5281,0.2796785968364619,954.9704278666703
060014310002,060014310001,3407.1041,0.9810866206230123,3342.66424757981
060014093001,060014093002,3405.6342,0.47353728642316584,1612.6947776179293
060014415031,060014433222,3404.12,1.0252923496518578,3490.218193296882
060014358004,060014358001,3351.8693,1.019710816502049,3417.937380711151
060014089001,060014096005,3298.688,1.1300039352718048,3727.530421233879
060014026001,060014027001,3293.012,0.7194784706107445,2369.251237462829
060014441003,060014441001,3291.224,0.5553749558149479,1827.863383577096
060014075001,060014087001,3287.7441,0.8585777228762662,2822.7838427778793
060014501021,060014502002,3219.7481,1.8868754709920774,6075.263712663346
060014514044,060014514031,3214.0401,0.6585721196099409,2116.6772011683465
060014202003,060014202002,3211.328,0.248651572366802,798.5017565855375
060014415253,060014415252,3181.6878,1.5917147978666029,5064.339553451637
060014229012,060014229021,3178.1202,0.3181992153338123,1011.2753538765386
060014515041,060014514012,3164.1841,2.336374458455706,7392.718913091656
060014073001,060014088004,3159.584,0.5416741148851377,1711.4648666052428
060014309001,060014308001,3110.6,0.8585287212806523,2670.539440415597
060014427003,060014427002,3103.48,0.48952144614077564,1519.2200176689744
060014066022,060014066021,3101.94,0.4051155626609202,1256.644168440415
060014012001,060014003002,3099.6237,0.533641356558948,1654.0873960902657
060014431052,060014431051,3098.5839,1.149792224284148,3562.7276745120503
060014442002,060014444003,3083.16,0.9509222843526441,2931.8455502246984
060014309003,060014306002,3064.2514,0.436286508229335,1336.8915436428513
060014403341,060014403312,3047.0567,0.9291414389417958,2831.14664677524
060014382032,060014382041,3046.776,0.3222687888691594,981.880811475622
060014217001,060014214002,3043.572,0.4690873282932981,1427.7010579482899
060014302004,060014302005,3029.88,0.6279742605864311,1902.686652665616
060014507512,060014501012,3013.848,1.5363892257205627,4630.443595159466
060014202003,060014205001,3006.5279,0.5070715848375061,1524.5248671111792
060014045024,060014044002,3006.4368,1.323307730773489,3978.44105952191
060014337001,060014340001,2981.344,0.5857567006851487,1746.3422250474641
060014053022,060014054011,2970.988,0.423161840049734,1257.208748845679
060014365002,060014365003,2958.376,0.660742312282682,1954.7241988415917
060014403081,060014403084,2950.6,0.5385123461170112,1588.934528452853
060014507411,060014507412,2944.6759,0.6412989671373875,1888.4176132243572
060014307002,060014303002,2938.2721,0.7015150632453149,2061.242138063444
060014251021,060014220001,2937.02,1.5516246649671377,4557.152673501782
060014095001,060014094002,2929.6761,0.7416272983801576,2172.7277711719166
060014378003,060014378001,2912.1163,0.7899411930592811,2300.4006243493795
060014507411,060014507461,2904.804,1.0833308836024682,3146.8638840119843
060014062023,060014063002,2899.824,0.6013761561563116,1743.88501064982
060014416021,060014416012,2868.76,0.6253324609009377,1793.9287505341742
060014507521,060014507511,2831.376,1.7415188239390291,4930.894601649193
060014442003,060014441004,2820.5668,0.7546316510923203,2128.4889813001823
060014419245,060014419242,2817.2484,0.5077686110125907,1430.5103069454435
060014202002,060014201001,2817.088,0.3418914243981614,963.1382289749678
060014065004,060014064001,2811.4321,0.69582260321988,1956.258002597934
060014251023,060014251031,2808.2601,0.32629030185736596,916.3080357229967
060019820001,060019832001,2806.648,1.4480108778784815,4064.0568343758846
060014077001,060014078002,2792.312,0.8983542249564789,2508.4852825966755
060014331021,060014331032,2784.12,0.8848383972769663,2463.4962786267474
060014371013,060014371023,2783.6399,0.5810733065075878,1617.498840819451
060014338012,060014305001,2783.2961,0.9238116263969915,2571.2412968854037
060014027001,060014014003,2772.968,0.7978327889759298,2212.364793181006
060014419245,060014419241,2769.1996,0.652328505457527,1806.4278363815815
060014088002,060014088001,2764.84,0.6486004676881401,1793.2765170828773
060014067003,060014067004,2761.7089,0.46594087808822415,1286.7930698900636
060014512012,060014512021,2753.024,3.4720786887044985,9558.715959892013
060014433211,060014415251,2751.1039,1.131419365882249,3112.652230014182
060014033022,060014060002,2743.672,1.1754747320111996,3225.1171089266318
060014419212,060014419271,2721.376,0.5507819550297439,1498.8847936510244
060014442001,060014444002,2700.3827,0.6783183294126739,1831.7190818388858
060014087004,060014087003,2677.904,0.43338827144687153,1160.572185660663
060014365002,060014351022,2670.2481,1.1179043125497288,2985.0818665677193
060014514044,060014514042,2668.6841,0.49893567139686684,1331.5016931796433
060014338012,060014339001,2651.0519,0.586789411563269,1555.6091844246862
060014332001,060014332002,2640.1017,0.6153189517404286,1624.5046105321237
060014262002,060014262001,2636.556,0.5886351279822573,1551.9694784923884
060014507411,060014507421,2626.616,0.9792585230081762,2572.136104669644
060014103003,060014104003,2622.6778,0.7050608652892977,1849.1474790430316
060014087001,060014082003,2621.2801,0.5248761250375563,1375.847341526058
060014359001,060014336003,2614.9159,0.3869937174400736,1011.9560249341557
060014366012,060014365001,2612.4559,0.3753771762446641,980.6563188057125
060014351021,060014351023,2595.46,0.7672237701113772,1991.298606373275
060014011002,060014011001,2594.44,0.5628529735840492,1460.2882687854005
060014365002,060014379002,2583.5119,1.2866534729302395,3324.0845584916015
060014358001,060014357003,2582.08,0.46678870089727437,1205.2857688128342
060014064001,060014049002,2570.8881,0.7738233918884214,1989.4133497075793
060014202003,060014203021,2570.272,0.2813615264506452,723.1756533133528
060014240011,060014233002,2561.404,0.8081341454732868,2069.958032751859
060014239012,060014239022,2558.424,0.43919446489900443,1123.6456596647706
060014501021,060014502003,2554.0402,1.8792619550635323,4799.710579562855
060014504003,060014504002,2547.976,1.13678598787055,2896.5034142304526
060014059011,060014059013,2537.136,0.22977077922609768,582.9597157225845
060014505022,060014506012,2530.1999,2.692030350470575,6811.374923557614
060014240011,060014234004,2513.824,0.25572382623009693,642.8446917490472
060014515052,060014515051,2510.5681,0.6144741663017871,1542.6792401913615
060014430022,060014429002,2506.6505,0.7382294317056437,1850.4831740996678
060014507512,060014507502,2505.088,0.8012196173275052,2007.1256487317255
060014045024,060014045022,2497.28,0.6550117630731157,1635.7477756872306
060014415223,060014415221,2494.129,0.8210227886884883,2047.7367469288306
060014403371,060014402001,2486.128,0.9962322611983558,2476.760919068546
060014282002,060014283014,2480.948,2.1919159025162283,5438.0293745158315
060014368001,060014368002,2468.9599,0.5090403383539296,1256.800182878284
060014507501,060014507442,2464.96,0.8966505681027529,2210.2077843505617
060014515061,060014515012,2459.504,1.3504530569198463,3321.4446953065894
060014361003,060014361001,2457.8881,0.49612547751477976,1219.4209072903948
060014067004,060014067001,2454.1889,0.5514947527782089,1353.4723006765246
060014337001,060014356021,2446.896,0.41073402056435365,1005.0234319828347
060014353001,060014364033,2440.936,0.5819274286873547,1420.4476100703969
060014506071,060014506082,2426.36,1.4462666230682604,3509.1634835479044
060014416021,060014413021,2423.0479,1.0489782815888349,2541.724622349435
060014370001,060014370003,2420.696,0.5523473342933776,1337.064982734642
060014446021,060014429004,2416.2455,1.2485535036084627,3016.811784603182
060014506034,060014506091,2415.344,1.288162996356984,3111.3567642728635
060014324002,060014333002,2409.6942,1.5331229447595147,3694.357467873923
060014099001,060014081002,2408.0375,1.2467317932008561,3002.1769104699065
060014016002,060014016001,2402.3681,0.28828393928902857,692.564139490299
060014354002,060014354001,2381.2801,0.5452820877375587,1298.4693844159026
060014381002,060014380001,2375.012,1.170002534107373,2778.7700585354205
060014251041,060014009002,2357.888,0.4613226074909996,1087.7470403317382
060014417011,060014426023,2351.448,0.8343445609594964,1961.9178491790858
060014517032,060014511022,2326.5119,2.083147791844214,4846.4681271842865
060014515031,060014514013,2318.856,1.4620681415688723,3390.3254824858295
060014365003,060014364031,2314.6,0.47261770592624974,1093.9209421368976
060014036003,060014039003,2312.96,0.28608413535370586,661.7011617077076
060014088001,060014085005,2304.04,0.7598237335955181,1750.6642751534175
060014217001,060014214001,2303.008,0.616938521426304,1420.8143503529495
060014372004,060014372005,2282.624,0.8229021493496725,1878.3761957571467
060014089002,060014085004,2279.136,0.8569154657681956,1953.0268869890622
060014433222,060014433011,2247.352,0.5091529645005353,1144.245933076207
060014220002,060014221001,2243.856,0.40880237168128275,917.2936545112765
060014381002,060014381003,2238.92,0.3732733685946359,835.7292104139023
060014373001,060014374002,2228.576,0.6737588347749378,1501.5227689673918
060014099001,060014099002,2221.1464,0.994165303011474,2208.1866837888447
060014308004,060014308003,2219.4479,0.8263924420542587,1834.1349700931962
060014371022,060014383003,2219.216,0.5640608288410895,1251.7728163374072
060014354002,060014354003,2215.84,0.3921651344194927,868.9751914520888
060014044002,060014044001,2205.7968,1.2672167465710833,2795.2226444929065
060014102001,060014101002,2202.0297,0.8347333556445798,1838.1076407100275
060014201001,060014201002,2184.224,0.40008459388712225,873.8743719985058
060014052001,060014050003,2178.7441,0.494866311516835,1078.1870565060663
060014029001,060014013003,2176.5761,0.8391375295664474,1826.4466914673728
060014262001,060014042003,2173.676,0.8040095184787721,1747.6561940888635
060014309003,060014306004,2173.472,0.766955502724626,1666.9563104178985
060014089001,060014095002,2169.1201,0.736113633545593,1596.71887840778
060014073002,060014074002,2167.744,1.3506867694865525,2927.9431404338575
060014093002,060014323003,2163.6182,1.0131577738826687,2192.0865990440266
060014251042,060014251044,2161.0761,0.7958852214917251,1719.9685305089738
060014361003,060014358001,2159.6035,0.6728756586760283,1453.1446275415562
060014331021,060014331031,2157.464,1.0630853544397834,2293.568381131073
060014076005,060014076002,2152.096,0.5403384110624405,1162.860133093834
060014403312,060014403311,2150.8007,0.7733092330497497,1663.2340397598648
060014220002,060014221002,2137.3078,0.7311950133953247,1562.788805450932
060014099001,060014081004,2126.836,1.4146701372634456,3008.771376056837
060014040002,060014041022,2124.2404,0.29460267388179034,625.8069018077239
060014415223,060014403342,2116.736,0.780405479762253,1651.9123736100323
060014072003,060014071011,2111.336,0.4444590859802019,938.4024687570954
060014301011,060014301012,2110.24,1.7221247590452589,3634.0965515276666
060014011003,060014011004,2100.7363,0.8017351163376281,1684.2340618751784
060014102001,060014102002,2099.456,0.6697603343159627,1406.132352441654
060014403081,060014403082,2093.3238,0.7964248913811098,1667.1751800404923
060014233002,060014233001,2091.324,0.40221351036232467,841.1587673449783
060014417011,060014417022,2084.16,1.5447993824459398,3219.60908091853
060014364022,060014364021,2069.9,0.937815758358268,1941.184838225779
060014082003,060014082001,2063.456,0.3647545264931378,752.6549162194242
060014414013,060014415211,2061.576,0.5284534149188501,1089.4468773147435
060014506071,060014506073,2059.0081,1.3186775131850172,2715.1676809358073
060014363011,060014363012,2056.96,0.7378015961659721,1517.6283712495579
060014073002,060014074001,2053.584,1.3747954511991658,2823.2579418553873
060014517032,060014517031,2052.768,0.9551271498603041,1960.6544491644368
060014060002,060014054021,2052.088,0.40137688221930373,823.6606834796467
060014419212,060014419282,2051.712,0.9011019212945365,1848.801625143056
060014506041,060014506043,2050.624,0.8239272314570761,1689.564955079435
060014430023,060014423013,2042.096,1.0749390138147825,2195.128660355112
060014501011,060014503002,2027.6998,1.5877517920954216,3219.4839912815282
060019821001,060014228001,2019.9198,0.773580437746113,1562.570443096041
060014403371,060014403381,2019.2,0.5571638931357954,1125.0253330197982
060014516024,060014517043,1995.136,0.7429503589162201,1482.2870072866717
060014310002,060014312003,1992.56,0.7114506047200526,1417.608016940988
060014302005,060014301021,1989.624,5.873595697449822,11686.246965942904
060014251042,060014010006,1984.1838,0.411439301451289,816.3711966229641
060014382032,060014382013,1984.0112,0.5968112974630424,1184.0802984532077
060014049002,060014049001,1981.96,0.688114489903618,1363.8153944093747
060014419212,060014419211,1961.504,0.5563235168988088,1091.2308036910808
060014424002,060014423021,1957.44,1.1826898443958094,2315.044409014133
060014515031,060014516011,1950.2956,1.8581071276948404,3623.8581554718853
060014324001,060014325021,1933.696,0.9320926723173204,1802.3838720893132
060014403371,060014412004,1911.84,1.4363372012952023,2746.0469149242194
060014309003,060014307003,1910.8642,0.8140895282228882,1555.6145350760066
060014333001,060014333005,1907.4743,0.6489798792792238,1237.912440942222
060014507412,060014507413,1905.4759,0.5891451463056918,1122.6018778874698
060014229011,060014229022,1904.5162,0.5060368080159124,963.7552986625951
060014030003,060014028011,1901.376,0.7177068612658615,1364.6306010462386
060014090003,060014092002,1890.208,3.0710688855249098,5804.9589759702685
060014512011,060014512014,1890.08,0.7442383218994497,1406.669967455712
060014033022,060014060001,1883.912,0.7378972224453026,1390.133432131375
060014063002,060014064002,1882.464,0.8055052368635592,1516.3346102071232
060014236012,060014238003,1882.0353,0.858933817853788,1616.5437655645992
060014443042,060014415034,1880.224,3.0085223394456846,5656.695907161923
060014366012,060014363023,1855.8561,0.8033665246680827,1490.9326653410617
060014217001,060014217002,1851.9479,0.30565632064888737,566.0595811474336
060014310002,060014312001,1842.3082,0.9036381607183609,1664.779993324354
060014422002,060014421003,1833.12,1.3475907534202565,2470.29556190974
060014309003,060014306003,1825.472,1.1378859386310518,2077.1789201647034
060014431051,060014422004,1818.7759,0.8117043978112225,1476.3083966630643
060014430022,060014430021,1818.072,0.412562735288675,750.0687572717519
060014361001,060014360003,1814.528,0.9113717838838664,1653.7096202672244
060014088004,060014088003,1811.2,0.4910790974163324,889.4424612404612
060014327003,060014326021,1808.376,0.5093605820745751,921.1154519696919
060014363011,060014363021,1805.392,0.7052600364087841,1273.2708276521275
060014363011,060014356012,1800.128,0.764440316274652,1376.0904176548568
060014234004,060014234003,1799.968,0.3058379956601765,550.4986053724566
060014416021,060014416022,1795.072,0.5321782462497342,955.2982688520028
060014332004,060014331041,1794.208,0.8024811451445244,1439.8180904674668
060014514044,060014516021,1789.7074,1.0512836388669022,1881.4901079790225
060014240011,060014239011,1777.7879,0.5287435161869739,939.9938252806563
060014433212,060014431023,1758.88,1.1671954953297712,2052.9568128256283
060014041022,060014041012,1748.6244,0.24481851598699722,428.0956306266534
060014067001,060014046004,1747.2129,1.3617786308763717,2379.317190811535
060014070001,060014069003,1739.576,0.43325788746687566,753.6850228480777
060014205001,060014206003,1733.376,0.4643526473567539,804.8977344646606
060014412001,060014412002,1730.88,0.7331540054784567,1269.001605002551
060014507521,060014507522,1728.224,2.6332678679022985,4550.876727737582
060014240011,060014240012,1725.704,0.1783331490180404,307.7502285930284
060014362002,060014369004,1725.6,0.6150092698579462,1061.259996066872
060014359001,060014359003,1704.44,1.317447804463162,2245.5107358391915
060014444003,060014443041,1699.616,0.788295483394162,1339.799616304452
060014366012,060014366013,1695.912,0.7545945590361279,1279.7259678040778
060014512011,060014511042,1692.992,1.3725084769339464,2323.645871381356
060014412001,060014412005,1689.7803,2.06185551133525,3484.0828245007324
060014412001,060014412003,1688.92,1.1739216964618586,1982.6598315883623
060014506071,060014506072,1687.528,1.3737194837227353,2318.1900929276603
060014426023,060014426021,1678.136,0.35519671271138337,596.06839068263
060014417011,060014417021,1676.744,0.7766932437166113,1302.3157362423656
060014515061,060014515013,1676.1088,1.5098659974311717,2530.6996851151644
060014504002,060014504001,1667.08,0.7226802412081796,1204.765776513332
060014078002,060014081005,1660.136,1.3905093636510293,2308.434652934165
060014431052,060014431033,1652.208,2.648191152012644,4375.362606884507
060014403052,060014415012,1651.744,1.220049734305629,2015.2098283409166
060014517032,060014507423,1650.368,2.0897882227266353,3448.9196095649118
060014515031,060014515032,1648.8,0.4481518868719334,738.9128310744438
060014045022,060014045021,1646.304,0.6317169178978459,1039.9980888028954
060014502003,060014503001,1636.768,1.0421175440621124,1705.7046483594556
060014016001,060014015003,1636.192,0.28009426378058944,458.2879936436902
060014403014,060014381005,1630.044,1.3278953304519767,2164.527816031262
060014415223,060014415222,1618.319,0.6923446497374367,1120.4345012184388
060014506082,060014506013,1616.184,1.1792734916414325,1905.9229488150168
060014102001,060014104001,1609.9943,0.6432400535652285,1035.6128197717126
060014075002,060014075003,1605.472,0.4009248927963533,643.6736894875469
060014351021,060014351034,1601.112,3.3373153756497382,5343.415695737304
060014433211,060014433221,1597.536,0.6379414372031663,1019.1344118237976
060014066021,060014048001,1596.148,0.7000087024084266,1117.3174903318052
060014516024,060014511021,1592.2081,0.7419533915150589,1181.344199792748
060014010006,060014010003,1591.3838,0.3533771782922613,562.3587168240163
060014403081,060014403362,1589.2401,1.478882858434585,2350.2999418268655
060014431052,060014431031,1588.032,1.1725773939665212,1862.0904240954424
060014506041,060014506061,1584.544,1.4836705629660756,2350.9412885245174
060014081004,060014081001,1580.5,1.5685923742465548,2479.16024749668
060014306004,060014306001,1576.672,1.0100040478341341,1592.44510210674
060019832001,060014031002,1567.928,0.5706229581153182,894.6957134718347
060014414013,060014414012,1565.952,1.0354087135039751,1621.4003457289768
060014424002,060014423023,1564.5761,0.6667400996237874,1043.165624782997
060014506034,060014506032,1564.56,1.2398431580553166,1939.8090113670262
060014354002,060014312002,1562.072,0.9107803166667001,1422.7044308161855
060014412001,060014411002,1550.04,1.7751003616416543,2751.4765645590296
060014422002,060014420002,1548.664,0.8467793993082581,1311.3767716503241
060014251023,060014251011,1547.72,0.44484601146930663,688.4970688712752
060014307003,060014307001,1547.64,0.4896620664902181,757.8206005829212
060014419234,060014425022,1546.784,0.8820095345813037,1364.2782359378073
060014364031,060014364032,1546.28,0.3188904653978029,493.0939488353147
060014359001,060014335004,1545.632,0.7733696494409071,1195.3448780046483
060014327002,060014327001,1538.368,0.5489316834728012,844.4589360406862
060014514042,060014514041,1535.6441,0.5028320291336609,772.1710388301344
060014364033,060014364041,1524.256,0.5518048068192521,841.091787623086
060014352001,060014352002,1523.808,1.0650557738798738,1622.9405086843428
060014354002,060014355002,1521.68,0.8950534088214497,1361.9848711354236
060014099001,060014099003,1520.832,1.3112117579862737,1994.1328003217807
060014504003,060014503003,1515.6718,1.0571999968045624,1602.3682221167655
060014104003,060014322001,1511.808,0.778763110703178,1177.3403008659502
060014514031,060014514011,1501.752,0.6066411640085907,911.0245813322291
060014306002,060014305002,1498.976,0.9499802392073842,1423.997579046128
060014378003,060014377011,1487.9233,1.0851885544788091,1614.6773351023394
060014062011,060014063004,1485.056,0.39761191638675947,590.4759621016555
060014507451,060014507453,1478.516,0.7178804745141203,1061.3977676567192
060014506041,060014507434,1466.4479,1.1165532431226899,1637.3671586154578
060014506043,060014506051,1465.024,1.1298461572762002,1655.2517367174078
060014062011,060014058001,1464.104,0.5817645733383224,851.7638388829313
060014433011,060014433013,1463.392,0.5847951077385759,855.7844823037701
060014337001,060014356024,1461.632,0.8354424209739318,1221.10937665297
060014308001,060014302003,1458.344,0.4671037056215176,681.1978864709065
060014361003,060014360002,1448.408,1.1715564742464386,1696.8917697503355
060014384002,060014382012,1443.3968,0.8888111824061073,1282.9072164891916
060014358001,060014357002,1431.5328,0.5772774876491616,826.3916582713698
060014506034,060014506093,1431.028,1.5709156084033038,2248.024221262163
060014412002,060014413011,1430.36,1.0570700625533311,1511.9907346737825
060014087003,060014086002,1428.008,0.575286043045126,821.5130717567843
060014327002,060014330001,1420.32,0.6665977370920653,946.7820979466021
060019821001,060014001001,1416.24,1.8923984470838942,2680.090376698094
060014403043,060014403321,1414.336,1.0744916519875627,1519.6922251054814
060014403371,060014401001,1408.192,3.6099305280475598,5083.475290152349
060014201002,060014213001,1407.936,0.5856095439087883,824.5007588127637
